SETTLEMENT_DATE,SETTLEMENT_PERIOD,Total
2017-05-25,1,24510
2017-05-26,48,25797
2017-05-26,47,27366
2017-05-26,46,29035
2017-05-26,45,30362
2017-05-26,44,31038
2017-05-26,43,30816
2017-05-26,42,30790
2017-05-26,41,31679
2017-05-26,40,32504
2017-05-26,39,33083
2017-05-26,38,33819
2017-05-26,37,34316
2017-05-26,36,34981
2017-05-26,35,35099
2017-05-26,34,35259
2017-05-26,33,35245
2017-05-26,32,35318
2017-05-26,31,35466
2017-05-26,30,35965
2017-05-26,29,36387
2017-05-26,28,36691
2017-05-26,27,37176
2017-05-26,26,37436
2017-05-26,25,37634
2017-05-26,24,37529
2017-05-26,23,37230
2017-05-26,22,36943
2017-05-26,21,36685
2017-05-26,20,36548
2017-05-26,19,36190
2017-05-26,18,35407
2017-05-26,17,34956
2017-05-26,16,33525
2017-05-26,15,31593
2017-05-26,14,28569
2017-05-26,13,25587
2017-05-26,12,22841
2017-05-26,11,21893
2017-05-26,10,21645
2017-05-26,9,21983
2017-05-26,8,22150
2017-05-26,7,22208
2017-05-26,6,22429
2017-05-26,5,22771
2017-05-26,4,23090
2017-05-26,3,23252
2017-05-26,2,23659
2017-05-26,1,24583
2017-05-27,48,23492
2017-05-27,47,24792
2017-05-27,46,26140
2017-05-27,45,27233
2017-05-27,44,27729
2017-05-27,43,27918
2017-05-27,42,28118
2017-05-27,41,28572
2017-05-27,40,28974
2017-05-27,39,29348
2017-05-27,38,29687
2017-05-27,37,29784
2017-05-27,36,29946
2017-05-27,35,29972
2017-05-27,34,29544
2017-05-27,33,29121
2017-05-27,32,29250
2017-05-27,31,29887
2017-05-27,30,29893
2017-05-27,29,29439
2017-05-27,28,30320
2017-05-27,27,30495
2017-05-27,26,31713
2017-05-27,25,32469
2017-05-27,24,32145
2017-05-27,23,31796
2017-05-27,22,32018
2017-05-27,21,31674
2017-05-27,20,31577
2017-05-27,19,30859
2017-05-27,18,29690
2017-05-27,17,28428
2017-05-27,16,26453
2017-05-27,15,24867
2017-05-27,14,23133
2017-05-27,13,21813
2017-05-27,12,20541
2017-05-27,11,20241
2017-05-27,10,20225
2017-05-27,9,20820
2017-05-27,8,21095
2017-05-27,7,21324
2017-05-27,6,21704
2017-05-27,5,22238
2017-05-27,4,22628
2017-05-27,3,22978
2017-05-27,2,23490
2017-05-27,1,24406
2017-05-28,48,23863
2017-05-28,47,25313
2017-05-28,46,26812
2017-05-28,45,27900
2017-05-28,44,28466
2017-05-28,43,28548
2017-05-28,42,28428
2017-05-28,41,28942
2017-05-28,40,29305
2017-05-28,39,29761
2017-05-28,38,30079
2017-05-28,37,30472
2017-05-28,36,30294
2017-05-28,35,29930
2017-05-28,34,29455
2017-05-28,33,29285
2017-05-28,32,29009
2017-05-28,31,28824
2017-05-28,30,28917
2017-05-28,29,29213
2017-05-28,28,29473
2017-05-28,27,30046
2017-05-28,26,30222
2017-05-28,25,30281
2017-05-28,24,29611
2017-05-28,23,29246
2017-05-28,22,28928
2017-05-28,21,28397
2017-05-28,20,27595
2017-05-28,19,26493
2017-05-28,18,25034
2017-05-28,17,23812
2017-05-28,16,22253
2017-05-28,15,21116
2017-05-28,14,20075
2017-05-28,13,19481
2017-05-28,12,18740
2017-05-28,11,18535
2017-05-28,10,18920
2017-05-28,9,19401
2017-05-28,8,19557
2017-05-28,7,19614
2017-05-28,6,19840
2017-05-28,5,20215
2017-05-28,4,20654
2017-05-28,3,20956
2017-05-28,2,21551
2017-05-28,1,22404
2017-05-29,48,24076
2017-05-29,47,25776
2017-05-29,46,27731
2017-05-29,45,29473
2017-05-29,44,30361
2017-05-29,43,30852
2017-05-29,42,30985
2017-05-29,41,31532
2017-05-29,40,32211
2017-05-29,39,32687
2017-05-29,38,33109
2017-05-29,37,33368
2017-05-29,36,33562
2017-05-29,35,33357
2017-05-29,34,32289
2017-05-29,33,31682
2017-05-29,32,31425
2017-05-29,31,31264
2017-05-29,30,31519
2017-05-29,29,31841
2017-05-29,28,31492
2017-05-29,27,31590
2017-05-29,26,31843
2017-05-29,25,31958
2017-05-29,24,31159
2017-05-29,23,31190
2017-05-29,22,30725
2017-05-29,21,30037
2017-05-29,20,29555
2017-05-29,19,28920
2017-05-29,18,27633
2017-05-29,17,26454
2017-05-29,16,24751
2017-05-29,15,23335
2017-05-29,14,21849
2017-05-29,13,20874
2017-05-29,12,19921
2017-05-29,11,19578
2017-05-29,10,19690
2017-05-29,9,20078
2017-05-29,8,20226
2017-05-29,7,20295
2017-05-29,6,20504
2017-05-29,5,20955
2017-05-29,4,21292
2017-05-29,3,21535
2017-05-29,2,21904
2017-05-29,1,22662
2017-05-30,48,25394
2017-05-30,47,27147
2017-05-30,46,28956
2017-05-30,45,30781
2017-05-30,44,31553
2017-05-30,43,32011
2017-05-30,42,32430
2017-05-30,41,33075
2017-05-30,40,33823
2017-05-30,39,34471
2017-05-30,38,34926
2017-05-30,37,35051
2017-05-30,36,35517
2017-05-30,35,35677
2017-05-30,34,35178
2017-05-30,33,34937
2017-05-30,32,35237
2017-05-30,31,35316
2017-05-30,30,34992
2017-05-30,29,35168
2017-05-30,28,35508
2017-05-30,27,35879
2017-05-30,26,35804
2017-05-30,25,36744
2017-05-30,24,36764
2017-05-30,23,35981
2017-05-30,22,36014
2017-05-30,21,35870
2017-05-30,20,35505
2017-05-30,19,35056
2017-05-30,18,34208
2017-05-30,17,33363
2017-05-30,16,31312
2017-05-30,15,29068
2017-05-30,14,26228
2017-05-30,13,23909
2017-05-30,12,21562
2017-05-30,11,20742
2017-05-30,10,20334
2017-05-30,9,20669
2017-05-30,8,20649
2017-05-30,7,20744
2017-05-30,6,21100
2017-05-30,5,21391
2017-05-30,4,21656
2017-05-30,3,21796
2017-05-30,2,22307
2017-05-30,1,23025
2017-05-31,48,25652
2017-05-31,47,27314
2017-05-31,46,29425
2017-05-31,45,31136
2017-05-31,44,32287
2017-05-31,43,32433
2017-05-31,42,32780
2017-05-31,41,33525
2017-05-31,40,34336
2017-05-31,39,35077
2017-05-31,38,35604
2017-05-31,37,35793
2017-05-31,36,36051
2017-05-31,35,35939
2017-05-31,34,35565
2017-05-31,33,35174
2017-05-31,32,35279
2017-05-31,31,35348
2017-05-31,30,35689
2017-05-31,29,36274
2017-05-31,28,36373
2017-05-31,27,36569
2017-05-31,26,36924
2017-05-31,25,36971
2017-05-31,24,36354
2017-05-31,23,36148
2017-05-31,22,35749
2017-05-31,21,35466
2017-05-31,20,35294
2017-05-31,19,35031
2017-05-31,18,34345
2017-05-31,17,33179
2017-05-31,16,31688
2017-05-31,15,29751
2017-05-31,14,26938
2017-05-31,13,24531
2017-05-31,12,22222
2017-05-31,11,21306
2017-05-31,10,20931
2017-05-31,9,21374
2017-05-31,8,21502
2017-05-31,7,21562
2017-05-31,6,21722
2017-05-31,5,22101
2017-05-31,4,22501
2017-05-31,3,22702
2017-05-31,2,23152
2017-05-31,1,23958
2017-06-01,48,25327
2017-06-01,47,26978
2017-06-01,46,29066
2017-06-01,45,30751
2017-06-01,44,31594
2017-06-01,43,31578
2017-06-01,42,31979
2017-06-01,41,32783
2017-06-01,40,33824
2017-06-01,39,34616
2017-06-01,38,35244
2017-06-01,37,35379
2017-06-01,36,35762
2017-06-01,35,35748
2017-06-01,34,35461
2017-06-01,33,35153
2017-06-01,32,35238
2017-06-01,31,35347
2017-06-01,30,35397
2017-06-01,29,35324
2017-06-01,28,35651
2017-06-01,27,35711
2017-06-01,26,36132
2017-06-01,25,36185
2017-06-01,24,35979
2017-06-01,23,35850
2017-06-01,22,35476
2017-06-01,21,35111
2017-06-01,20,35215
2017-06-01,19,35131
2017-06-01,18,34482
2017-06-01,17,33332
2017-06-01,16,31567
2017-06-01,15,29514
2017-06-01,14,26772
2017-06-01,13,24523
2017-06-01,12,22299
2017-06-01,11,21446
2017-06-01,10,21101
2017-06-01,9,21439
2017-06-01,8,21505
2017-06-01,7,21501
2017-06-01,6,21803
2017-06-01,5,22297
2017-06-01,4,22569
2017-06-01,3,22790
2017-06-01,2,23228
2017-06-01,1,24148
2017-06-02,48,25314
2017-06-02,47,26867
2017-06-02,46,28554
2017-06-02,45,29834
2017-06-02,44,30462
2017-06-02,43,30684
2017-06-02,42,31235
2017-06-02,41,31912
2017-06-02,40,32691
2017-06-02,39,33406
2017-06-02,38,34009
2017-06-02,37,34603
2017-06-02,36,34874
2017-06-02,35,34919
2017-06-02,34,34613
2017-06-02,33,34238
2017-06-02,32,34716
2017-06-02,31,35189
2017-06-02,30,35087
2017-06-02,29,35021
2017-06-02,28,36025
2017-06-02,27,36860
2017-06-02,26,36916
2017-06-02,25,36999
2017-06-02,24,36791
2017-06-02,23,36460
2017-06-02,22,36275
2017-06-02,21,35920
2017-06-02,20,35328
2017-06-02,19,34944
2017-06-02,18,34121
2017-06-02,17,33147
2017-06-02,16,31184
2017-06-02,15,29045
2017-06-02,14,26252
2017-06-02,13,24100
2017-06-02,12,21859
2017-06-02,11,21151
2017-06-02,10,20809
2017-06-02,9,21032
2017-06-02,8,21072
2017-06-02,7,21187
2017-06-02,6,21543
2017-06-02,5,21984
2017-06-02,4,22412
2017-06-02,3,22647
2017-06-02,2,23076
2017-06-02,1,23829
2017-06-03,48,23954
2017-06-03,47,25132
2017-06-03,46,26438
2017-06-03,45,27299
2017-06-03,44,27377
2017-06-03,43,27194
2017-06-03,42,27320
2017-06-03,41,27902
2017-06-03,40,28801
2017-06-03,39,29134
2017-06-03,38,29550
2017-06-03,37,30051
2017-06-03,36,30354
2017-06-03,35,29918
2017-06-03,34,29298
2017-06-03,33,28979
2017-06-03,32,29117
2017-06-03,31,29221
2017-06-03,30,29547
2017-06-03,29,30096
2017-06-03,28,30576
2017-06-03,27,30884
2017-06-03,26,31493
2017-06-03,25,31761
2017-06-03,24,31876
2017-06-03,23,31522
2017-06-03,22,31498
2017-06-03,21,31246
2017-06-03,20,30513
2017-06-03,19,29758
2017-06-03,18,28748
2017-06-03,17,27395
2017-06-03,16,25494
2017-06-03,15,23974
2017-06-03,14,22401
2017-06-03,13,21232
2017-06-03,12,20124
2017-06-03,11,19879
2017-06-03,10,19870
2017-06-03,9,20343
2017-06-03,8,20651
2017-06-03,7,20853
2017-06-03,6,21135
2017-06-03,5,21689
2017-06-03,4,22106
2017-06-03,3,22490
2017-06-03,2,23075
2017-06-03,1,23974
2017-06-04,48,23236
2017-06-04,47,25093
2017-06-04,46,26891
2017-06-04,45,28069
2017-06-04,44,28384
2017-06-04,43,28625
2017-06-04,42,28869
2017-06-04,41,29472
2017-06-04,40,30177
2017-06-04,39,30884
2017-06-04,38,30958
2017-06-04,37,30756
2017-06-04,36,30773
2017-06-04,35,30688
2017-06-04,34,30338
2017-06-04,33,29440
2017-06-04,32,29296
2017-06-04,31,29211
2017-06-04,30,29553
2017-06-04,29,30093
2017-06-04,28,29869
2017-06-04,27,30170
2017-06-04,26,30854
2017-06-04,25,31491
2017-06-04,24,30950
2017-06-04,23,30222
2017-06-04,22,29606
2017-06-04,21,29011
2017-06-04,20,27927
2017-06-04,19,26986
2017-06-04,18,25562
2017-06-04,17,24076
2017-06-04,16,22491
2017-06-04,15,21429
2017-06-04,14,20210
2017-06-04,13,19415
2017-06-04,12,18475
2017-06-04,11,18364
2017-06-04,10,18448
2017-06-04,9,18991
2017-06-04,8,19452
2017-06-04,7,19444
2017-06-04,6,19779
2017-06-04,5,20290
2017-06-04,4,20701
2017-06-04,3,21058
2017-06-04,2,21744
2017-06-04,1,22706
2017-06-05,48,24737
2017-06-05,47,26386
2017-06-05,46,28321
2017-06-05,45,30247
2017-06-05,44,31922
2017-06-05,43,32864
2017-06-05,42,33351
2017-06-05,41,34175
2017-06-05,40,34998
2017-06-05,39,35749
2017-06-05,38,36569
2017-06-05,37,36954
2017-06-05,36,37479
2017-06-05,35,37902
2017-06-05,34,37234
2017-06-05,33,36466
2017-06-05,32,35903
2017-06-05,31,35738
2017-06-05,30,35863
2017-06-05,29,35767
2017-06-05,28,35706
2017-06-05,27,35836
2017-06-05,26,36266
2017-06-05,25,36448
2017-06-05,24,36130
2017-06-05,23,36248
2017-06-05,22,35955
2017-06-05,21,35485
2017-06-05,20,35530
2017-06-05,19,34934
2017-06-05,18,33881
2017-06-05,17,33309
2017-06-05,16,31676
2017-06-05,15,29720
2017-06-05,14,26530
2017-06-05,13,23791
2017-06-05,12,20974
2017-06-05,11,19955
2017-06-05,10,19452
2017-06-05,9,19754
2017-06-05,8,19885
2017-06-05,7,19926
2017-06-05,6,20149
2017-06-05,5,20508
2017-06-05,4,20754
2017-06-05,3,20884
2017-06-05,2,21224
2017-06-05,1,21905
2017-06-06,48,24564
2017-06-06,47,26458
2017-06-06,46,28606
2017-06-06,45,30530
2017-06-06,44,31611
2017-06-06,43,32291
2017-06-06,42,32887
2017-06-06,41,33911
2017-06-06,40,35009
2017-06-06,39,35774
2017-06-06,38,36268
2017-06-06,37,36957
2017-06-06,36,37490
2017-06-06,35,37439
2017-06-06,34,37257
2017-06-06,33,36639
2017-06-06,32,36047
2017-06-06,31,35664
2017-06-06,30,36227
2017-06-06,29,36350
2017-06-06,28,36536
2017-06-06,27,36669
2017-06-06,26,36778
2017-06-06,25,36961
2017-06-06,24,36610
2017-06-06,23,36441
2017-06-06,22,36562
2017-06-06,21,36485
2017-06-06,20,36444
2017-06-06,19,35972
2017-06-06,18,35032
2017-06-06,17,34807
2017-06-06,16,33449
2017-06-06,15,31258
2017-06-06,14,27879
2017-06-06,13,25257
2017-06-06,12,22536
2017-06-06,11,21650
2017-06-06,10,21274
2017-06-06,9,21300
2017-06-06,8,21240
2017-06-06,7,21475
2017-06-06,6,21675
2017-06-06,5,21986
2017-06-06,4,22256
2017-06-06,3,22428
2017-06-06,2,22789
2017-06-06,1,23461
2017-06-07,44,32267
2017-06-07,43,33052
2017-06-07,42,33573
2017-06-07,41,34361
2017-06-07,40,34848
2017-06-07,39,35250
2017-06-07,38,35860
2017-06-07,37,36179
2017-06-07,36,36429
2017-06-07,35,36793
2017-06-07,34,36242
2017-06-07,33,35800
2017-06-07,32,35294
2017-06-07,31,35439
2017-06-07,30,35619
2017-06-07,29,35999
2017-06-07,28,36006
2017-06-07,27,36562
2017-06-07,26,36538
2017-06-07,25,36158
2017-06-07,24,36338
2017-06-07,23,36081
2017-06-07,22,35781
2017-06-07,21,35722
2017-06-07,20,35632
2017-06-07,19,35121
2017-06-07,18,34497
2017-06-07,17,34055
2017-06-07,16,32804
2017-06-07,15,30792
2017-06-07,14,27646
2017-06-07,13,24674
2017-06-07,12,21895
2017-06-07,11,20956
2017-06-07,10,20585
2017-06-07,9,20847
2017-06-07,8,20941
2017-06-07,7,21056
2017-06-07,6,21212
2017-06-07,5,21538
2017-06-07,4,21821
2017-06-07,3,22022
2017-06-07,2,22291
2017-06-07,1,23133
2017-06-07,48,25263
2017-06-07,47,27268
2017-06-07,46,29250
2017-06-07,45,31072
2017-06-08,48,25796
2017-06-08,47,27401
2017-06-08,46,29220
2017-06-08,45,30737
2017-06-08,44,31456
2017-06-08,43,32083
2017-06-08,42,32388
2017-06-08,41,33063
2017-06-08,40,33820
2017-06-08,39,34525
2017-06-08,38,35091
2017-06-08,37,35271
2017-06-08,36,36273
2017-06-08,35,36731
2017-06-08,34,36457
2017-06-08,33,35747
2017-06-08,32,35140
2017-06-08,31,34876
2017-06-08,30,35237
2017-06-08,29,35522
2017-06-08,28,35823
2017-06-08,27,36102
2017-06-08,26,36640
2017-06-08,25,36913
2017-06-08,24,36612
2017-06-08,23,36584
2017-06-08,22,36369
2017-06-08,21,36368
2017-06-08,20,36198
2017-06-08,19,35776
2017-06-08,18,35098
2017-06-08,17,34562
2017-06-08,16,33428
2017-06-08,15,31456
2017-06-08,14,27972
2017-06-08,13,25277
2017-06-08,12,22762
2017-06-08,11,21781
2017-06-08,10,21387
2017-06-08,9,21590
2017-06-08,8,21596
2017-06-08,7,21701
2017-06-08,6,21825
2017-06-08,5,22165
2017-06-08,4,22467
2017-06-08,3,22652
2017-06-08,2,23073
2017-06-08,1,23863
2017-06-09,48,24852
2017-06-09,47,26367
2017-06-09,46,28091
2017-06-09,45,29359
2017-06-09,44,30100
2017-06-09,43,30564
2017-06-09,42,30826
2017-06-09,41,31521
2017-06-09,40,32280
2017-06-09,39,32973
2017-06-09,38,33454
2017-06-09,37,34243
2017-06-09,36,34721
2017-06-09,35,35169
2017-06-09,34,35025
2017-06-09,33,34534
2017-06-09,32,34254
2017-06-09,31,34011
2017-06-09,30,34493
2017-06-09,29,35291
2017-06-09,28,35890
2017-06-09,27,35990
2017-06-09,26,35986
2017-06-09,25,36306
2017-06-09,24,36379
2017-06-09,23,36008
2017-06-09,22,36321
2017-06-09,21,36122
2017-06-09,20,35539
2017-06-09,19,35341
2017-06-09,18,34442
2017-06-09,17,34186
2017-06-09,16,33135
2017-06-09,15,31272
2017-06-09,14,28120
2017-06-09,13,25464
2017-06-09,12,22579
2017-06-09,11,21660
2017-06-09,10,21143
2017-06-09,9,21522
2017-06-09,8,21736
2017-06-09,7,21826
2017-06-09,6,22125
2017-06-09,5,22511
2017-06-09,4,22917
2017-06-09,3,23099
2017-06-09,2,23542
2017-06-09,1,24411
2017-06-10,48,23774
2017-06-10,47,25069
2017-06-10,46,26568
2017-06-10,45,27476
2017-06-10,44,27684
2017-06-10,43,27685
2017-06-10,42,28042
2017-06-10,41,28817
2017-06-10,40,29437
2017-06-10,39,30112
2017-06-10,38,30400
2017-06-10,37,31271
2017-06-10,36,31456
2017-06-10,35,31183
2017-06-10,34,30756
2017-06-10,33,30040
2017-06-10,32,29403
2017-06-10,31,29823
2017-06-10,30,30008
2017-06-10,29,30603
2017-06-10,28,30774
2017-06-10,27,31268
2017-06-10,26,31532
2017-06-10,25,31991
2017-06-10,24,32279
2017-06-10,23,32209
2017-06-10,22,31776
2017-06-10,21,31621
2017-06-10,20,31045
2017-06-10,19,30183
2017-06-10,18,28997
2017-06-10,17,27705
2017-06-10,16,25738
2017-06-10,15,24005
2017-06-10,14,22291
2017-06-10,13,21277
2017-06-10,12,20132
2017-06-10,11,19882
2017-06-10,10,19961
2017-06-10,9,20455
2017-06-10,8,20841
2017-06-10,7,20947
2017-06-10,6,21239
2017-06-10,5,21743
2017-06-10,4,22134
2017-06-10,3,22327
2017-06-10,2,22646
2017-06-10,1,23551
2017-06-11,48,22511
2017-06-11,47,23935
2017-06-11,46,25789
2017-06-11,45,27208
2017-06-11,44,27354
2017-06-11,43,27796
2017-06-11,42,28141
2017-06-11,41,28743
2017-06-11,40,29200
2017-06-11,39,29723
2017-06-11,38,29804
2017-06-11,37,30180
2017-06-11,36,30393
2017-06-11,35,30587
2017-06-11,34,30086
2017-06-11,33,30121
2017-06-11,32,28605
2017-06-11,31,28690
2017-06-11,30,28590
2017-06-11,29,29573
2017-06-11,28,29546
2017-06-11,27,30285
2017-06-11,26,30575
2017-06-11,25,30734
2017-06-11,24,30566
2017-06-11,23,29989
2017-06-11,22,29335
2017-06-11,21,28852
2017-06-11,20,27764
2017-06-11,19,26725
2017-06-11,18,25261
2017-06-11,17,23945
2017-06-11,16,22360
2017-06-11,15,21308
2017-06-11,14,20200
2017-06-11,13,19443
2017-06-11,12,18519
2017-06-11,11,18334
2017-06-11,10,18530
2017-06-11,9,19253
2017-06-11,8,19647
2017-06-11,7,19873
2017-06-11,6,20205
2017-06-11,5,20580
2017-06-11,4,20891
2017-06-11,3,21137
2017-06-11,2,21636
2017-06-11,1,22571
2017-06-12,48,24960
2017-06-12,47,26662
2017-06-12,46,28799
2017-06-12,45,30530
2017-06-12,44,31366
2017-06-12,43,32054
2017-06-12,42,32505
2017-06-12,41,33358
2017-06-12,40,34126
2017-06-12,39,34701
2017-06-12,38,35274
2017-06-12,37,35665
2017-06-12,36,36045
2017-06-12,35,36155
2017-06-12,34,36198
2017-06-12,33,35596
2017-06-12,32,35147
2017-06-12,31,34731
2017-06-12,30,34500
2017-06-12,29,34766
2017-06-12,28,35006
2017-06-12,27,35184
2017-06-12,26,35604
2017-06-12,25,35789
2017-06-12,24,35549
2017-06-12,23,35369
2017-06-12,22,35122
2017-06-12,21,34743
2017-06-12,20,34602
2017-06-12,19,34257
2017-06-12,18,33334
2017-06-12,17,32626
2017-06-12,16,31874
2017-06-12,15,29581
2017-06-12,14,26591
2017-06-12,13,23517
2017-06-12,12,20713
2017-06-12,11,19605
2017-06-12,10,18980
2017-06-12,9,19181
2017-06-12,8,19297
2017-06-12,7,19376
2017-06-12,6,19544
2017-06-12,5,19937
2017-06-12,4,20166
2017-06-12,3,20213
2017-06-12,2,20501
2017-06-12,1,21304
2017-06-13,48,25617
2017-06-13,47,27280
2017-06-13,46,29379
2017-06-13,45,31199
2017-06-13,44,31831
2017-06-13,43,32389
2017-06-13,42,32738
2017-06-13,41,33490
2017-06-13,40,34407
2017-06-13,39,35067
2017-06-13,38,35602
2017-06-13,37,35948
2017-06-13,36,36450
2017-06-13,35,36768
2017-06-13,34,36893
2017-06-13,33,36646
2017-06-13,32,36138
2017-06-13,31,35944
2017-06-13,30,36147
2017-06-13,29,36400
2017-06-13,28,36555
2017-06-13,27,36798
2017-06-13,26,37146
2017-06-13,25,37453
2017-06-13,24,37040
2017-06-13,23,36755
2017-06-13,22,36343
2017-06-13,21,36031
2017-06-13,20,35901
2017-06-13,19,35764
2017-06-13,18,35190
2017-06-13,17,34880
2017-06-13,16,33487
2017-06-13,15,31557
2017-06-13,14,28200
2017-06-13,13,25122
2017-06-13,12,22565
2017-06-13,11,21473
2017-06-13,10,21077
2017-06-13,9,21274
2017-06-13,8,21393
2017-06-13,7,21526
2017-06-13,6,21827
2017-06-13,5,22222
2017-06-13,4,22652
2017-06-13,3,22734
2017-06-13,2,23037
2017-06-13,1,23736
2017-06-14,48,25786
2017-06-14,47,27483
2017-06-14,46,29541
2017-06-14,45,31032
2017-06-14,44,31733
2017-06-14,43,32037
2017-06-14,42,32607
2017-06-14,41,33296
2017-06-14,40,34024
2017-06-14,39,34699
2017-06-14,38,35256
2017-06-14,37,35695
2017-06-14,36,36261
2017-06-14,35,36904
2017-06-14,34,37047
2017-06-14,33,36683
2017-06-14,32,36355
2017-06-14,31,36109
2017-06-14,30,36287
2017-06-14,29,36593
2017-06-14,28,36641
2017-06-14,27,36874
2017-06-14,26,37088
2017-06-14,25,37212
2017-06-14,24,37020
2017-06-14,23,36716
2017-06-14,22,36510
2017-06-14,21,36160
2017-06-14,20,36141
2017-06-14,19,35910
2017-06-14,18,35127
2017-06-14,17,34732
2017-06-14,16,33504
2017-06-14,15,31564
2017-06-14,14,28282
2017-06-14,13,25151
2017-06-14,12,22793
2017-06-14,11,21656
2017-06-14,10,21218
2017-06-14,9,21430
2017-06-14,8,21592
2017-06-14,7,21642
2017-06-14,6,21965
2017-06-14,5,22368
2017-06-14,4,22752
2017-06-14,3,22955
2017-06-14,2,23435
2017-06-14,1,24285
2017-06-15,48,25163
2017-06-15,47,26612
2017-06-15,46,28589
2017-06-15,45,30062
2017-06-15,44,30405
2017-06-15,43,31133
2017-06-15,42,31667
2017-06-15,41,32375
2017-06-15,40,32917
2017-06-15,39,33397
2017-06-15,38,33946
2017-06-15,37,34260
2017-06-15,36,34872
2017-06-15,35,35319
2017-06-15,34,35551
2017-06-15,33,35175
2017-06-15,32,34737
2017-06-15,31,34622
2017-06-15,30,34330
2017-06-15,29,34717
2017-06-15,28,35025
2017-06-15,27,35476
2017-06-15,26,36181
2017-06-15,25,36379
2017-06-15,24,36464
2017-06-15,23,36308
2017-06-15,22,36003
2017-06-15,21,35823
2017-06-15,20,35752
2017-06-15,19,35415
2017-06-15,18,34611
2017-06-15,17,34359
2017-06-15,16,33269
2017-06-15,15,31402
2017-06-15,14,28276
2017-06-15,13,25185
2017-06-15,12,22676
2017-06-15,11,21497
2017-06-15,10,21189
2017-06-15,9,21539
2017-06-15,8,21711
2017-06-15,7,21817
2017-06-15,6,21987
2017-06-15,5,22477
2017-06-15,4,22787
2017-06-15,3,23035
2017-06-15,2,23602
2017-06-15,1,24389
2017-06-16,48,25393
2017-06-16,47,26894
2017-06-16,46,28522
2017-06-16,45,29647
2017-06-16,44,30161
2017-06-16,43,30377
2017-06-16,42,30779
2017-06-16,41,31441
2017-06-16,40,32109
2017-06-16,39,32600
2017-06-16,38,33186
2017-06-16,37,33820
2017-06-16,36,34391
2017-06-16,35,34649
2017-06-16,34,34608
2017-06-16,33,34266
2017-06-16,32,33859
2017-06-16,31,33767
2017-06-16,30,34160
2017-06-16,29,34584
2017-06-16,28,34731
2017-06-16,27,35214
2017-06-16,26,35624
2017-06-16,25,35905
2017-06-16,24,35901
2017-06-16,23,35753
2017-06-16,22,35627
2017-06-16,21,35227
2017-06-16,20,35167
2017-06-16,19,34853
2017-06-16,18,34062
2017-06-16,17,33617
2017-06-16,16,32161
2017-06-16,15,29968
2017-06-16,14,27527
2017-06-16,13,24610
2017-06-16,12,22252
2017-06-16,11,21247
2017-06-16,10,20737
2017-06-16,9,20964
2017-06-16,8,21159
2017-06-16,7,21205
2017-06-16,6,21433
2017-06-16,5,21797
2017-06-16,4,21966
2017-06-16,3,22218
2017-06-16,2,22910
2017-06-16,1,23841
2017-06-17,48,24861
2017-06-17,47,26212
2017-06-17,46,27446
2017-06-17,45,28161
2017-06-17,44,27990
2017-06-17,43,28045
2017-06-17,42,28321
2017-06-17,41,28916
2017-06-17,40,29516
2017-06-17,39,29970
2017-06-17,38,30274
2017-06-17,37,30741
2017-06-17,36,30804
2017-06-17,35,30706
2017-06-17,34,30257
2017-06-17,33,29956
2017-06-17,32,29925
2017-06-17,31,30070
2017-06-17,30,30356
2017-06-17,29,30760
2017-06-17,28,31175
2017-06-17,27,31714
2017-06-17,26,32173
2017-06-17,25,32385
2017-06-17,24,32331
2017-06-17,23,32277
2017-06-17,22,32103
2017-06-17,21,31810
2017-06-17,20,31471
2017-06-17,19,30918
2017-06-17,18,29709
2017-06-17,17,28396
2017-06-17,16,26571
2017-06-17,15,25059
2017-06-17,14,23337
2017-06-17,13,21672
2017-06-17,12,20596
2017-06-17,11,19927
2017-06-17,10,19870
2017-06-17,9,20329
2017-06-17,8,20557
2017-06-17,7,20649
2017-06-17,6,21009
2017-06-17,5,21441
2017-06-17,4,21889
2017-06-17,3,22272
2017-06-17,2,22952
2017-06-17,1,24067
2017-06-18,48,24702
2017-06-18,47,26136
2017-06-18,46,27791
2017-06-18,45,28716
2017-06-18,44,28555
2017-06-18,43,28862
2017-06-18,42,29187
2017-06-18,41,29648
2017-06-18,40,30081
2017-06-18,39,30444
2017-06-18,38,30387
2017-06-18,37,30527
2017-06-18,36,30636
2017-06-18,35,30498
2017-06-18,34,30498
2017-06-18,33,30197
2017-06-18,32,30168
2017-06-18,31,30125
2017-06-18,30,30445
2017-06-18,29,30576
2017-06-18,28,30806
2017-06-18,27,31164
2017-06-18,26,31453
2017-06-18,25,31352
2017-06-18,24,31124
2017-06-18,23,31030
2017-06-18,22,30637
2017-06-18,21,30147
2017-06-18,20,29196
2017-06-18,19,28113
2017-06-18,18,26652
2017-06-18,17,25245
2017-06-18,16,23537
2017-06-18,15,21897
2017-06-18,14,21300
2017-06-18,13,20059
2017-06-18,12,19477
2017-06-18,11,19086
2017-06-18,10,19143
2017-06-18,9,19739
2017-06-18,8,20120
2017-06-18,7,20336
2017-06-18,6,20673
2017-06-18,5,21145
2017-06-18,4,21700
2017-06-18,3,22134
2017-06-18,2,22796
2017-06-18,1,23546
2017-06-19,48,27034
2017-06-19,47,28862
2017-06-19,46,30708
2017-06-19,45,32117
2017-06-19,44,32453
2017-06-19,43,32944
2017-06-19,42,33347
2017-06-19,41,34252
2017-06-19,40,35018
2017-06-19,39,35552
2017-06-19,38,36267
