SETTLEMENT_DATE,SETTLEMENT_PERIOD,Total
2009-01-24,41,44250
2009-01-25,48,33859
2009-01-25,47,35206
2009-01-25,46,37323
2009-01-25,45,38883
2009-01-25,44,40463
2009-01-25,43,42181
2009-01-25,42,43533
2009-01-25,41,44516
2009-01-25,40,45171
2009-01-25,39,46256
2009-01-25,38,47289
2009-01-25,37,48326
2009-01-25,36,48880
2009-01-25,35,48565
2009-01-25,34,45881
2009-01-25,33,43408
2009-01-25,32,42569
2009-01-25,31,42177
2009-01-25,30,42358
2009-01-25,29,42617
2009-01-25,28,43059
2009-01-25,27,43460
2009-01-25,26,43807
2009-01-25,25,43774
2009-01-25,24,42926
2009-01-25,23,42269
2009-01-25,22,41578
2009-01-25,21,40360
2009-01-25,20,38557
2009-01-25,19,36527
2009-01-25,18,34126
2009-01-25,17,32333
2009-01-25,16,30987
2009-01-25,15,30880
2009-01-25,14,30463
2009-01-25,13,30254
2009-01-25,12,29803
2009-01-25,11,30148
2009-01-25,10,30579
2009-01-25,9,31089
2009-01-25,8,31899
2009-01-25,7,32537
2009-01-25,6,33303
2009-01-25,5,33333
2009-01-25,4,33955
2009-01-25,3,35052
2009-01-25,2,35617
2009-01-25,1,36003
2009-01-26,48,35546
2009-01-26,47,36875
2009-01-26,46,38996
2009-01-26,45,41175
2009-01-26,44,43113
2009-01-26,43,45475
2009-01-26,42,47323
2009-01-26,41,49094
2009-01-26,40,50570
2009-01-26,39,51793
2009-01-26,38,53001
2009-01-26,37,53801
2009-01-26,36,54588
2009-01-26,35,54631
2009-01-26,34,51908
2009-01-26,33,49398
2009-01-26,32,48355
2009-01-26,31,47641
2009-01-26,30,47832
2009-01-26,29,48097
2009-01-26,28,48082
2009-01-26,27,47847
2009-01-26,26,48303
2009-01-26,25,48856
2009-01-26,24,48711
2009-01-26,23,48647
2009-01-26,22,48646
2009-01-26,21,48601
2009-01-26,20,48449
2009-01-26,19,48136
2009-01-26,18,47401
2009-01-26,17,47325
2009-01-26,16,46626
2009-01-26,15,44300
2009-01-26,14,39939
2009-01-26,13,36491
2009-01-26,12,33086
2009-01-26,11,31904
2009-01-26,10,31441
2009-01-26,9,31707
2009-01-26,8,32361
2009-01-26,7,33105
2009-01-26,6,33779
2009-01-26,5,33640
2009-01-26,4,33767
2009-01-26,3,34241
2009-01-26,2,34389
2009-01-26,1,34471
2009-01-27,48,35701
2009-01-27,47,37156
2009-01-27,46,39506
2009-01-27,45,41700
2009-01-27,44,43719
2009-01-27,43,46203
2009-01-27,42,47817
2009-01-27,41,49978
2009-01-27,40,51025
2009-01-27,39,52424
2009-01-27,38,53758
2009-01-27,37,54650
2009-01-27,36,55566
2009-01-27,35,55580
2009-01-27,34,53270
2009-01-27,33,50680
2009-01-27,32,49317
2009-01-27,31,48343
2009-01-27,30,48523
2009-01-27,29,48781
2009-01-27,28,48746
2009-01-27,27,48831
2009-01-27,26,48804
2009-01-27,25,49114
2009-01-27,24,49073
2009-01-27,23,48924
2009-01-27,22,48654
2009-01-27,21,48750
2009-01-27,20,48833
2009-01-27,19,48744
2009-01-27,18,47998
2009-01-27,17,48169
2009-01-27,16,47396
2009-01-27,15,45583
2009-01-27,14,41146
2009-01-27,13,37572
2009-01-27,12,34436
2009-01-27,11,33468
2009-01-27,10,33145
2009-01-27,9,33377
2009-01-27,8,33876
2009-01-27,7,34648
2009-01-27,6,35311
2009-01-27,5,35184
2009-01-27,4,35510
2009-01-27,3,36055
2009-01-27,2,36051
2009-01-27,1,36049
2009-01-28,9,33074
2009-01-28,8,33732
2009-01-28,7,34659
2009-01-28,6,35284
2009-01-28,5,35139
2009-01-28,4,35425
2009-01-28,3,36088
2009-01-28,2,36146
2009-01-28,1,36143
2009-01-28,48,35966
2009-01-28,47,37141
2009-01-28,46,39628
2009-01-28,45,41442
2009-01-28,44,43578
2009-01-28,43,45835
2009-01-28,42,47301
2009-01-28,41,49577
2009-01-28,40,50802
2009-01-28,39,51887
2009-01-28,38,53060
2009-01-28,37,54085
2009-01-28,36,54767
2009-01-28,35,54801
2009-01-28,34,52430
2009-01-28,33,50355
2009-01-28,32,49083
2009-01-28,31,48216
2009-01-28,30,48464
2009-01-28,29,48777
2009-01-28,28,48716
2009-01-28,27,48633
2009-01-28,26,48745
2009-01-28,25,49012
2009-01-28,24,48918
2009-01-28,23,48887
2009-01-28,22,48694
2009-01-28,21,48670
2009-01-28,20,48809
2009-01-28,19,48615
2009-01-28,18,47855
2009-01-28,17,48125
2009-01-28,16,47603
2009-01-28,15,45054
2009-01-28,14,40706
2009-01-28,13,37204
2009-01-28,12,34204
2009-01-28,11,33232
2009-01-28,10,32965
2009-01-29,48,36622
2009-01-29,47,37987
2009-01-29,46,40264
2009-01-29,45,42392
2009-01-29,44,44344
2009-01-29,43,46721
2009-01-29,42,48295
2009-01-29,41,50161
2009-01-29,40,51443
2009-01-29,39,52532
2009-01-29,38,53585
2009-01-29,37,54388
2009-01-29,36,55101
2009-01-29,35,54962
2009-01-29,34,52262
2009-01-29,33,50209
2009-01-29,32,48903
2009-01-29,31,48183
2009-01-29,30,48482
2009-01-29,29,48835
2009-01-29,28,48958
2009-01-29,27,48994
2009-01-29,26,48869
2009-01-29,25,49090
2009-01-29,24,48991
2009-01-29,23,48963
2009-01-29,22,48995
2009-01-29,21,48879
2009-01-29,20,48974
2009-01-29,19,48670
2009-01-29,18,47799
2009-01-29,17,47870
2009-01-29,16,47047
2009-01-29,15,44788
2009-01-29,14,40586
2009-01-29,13,37136
2009-01-29,12,34078
2009-01-29,11,32968
2009-01-29,10,32697
2009-01-29,9,32848
2009-01-29,8,33483
2009-01-29,7,34499
2009-01-29,6,35138
2009-01-29,5,34944
2009-01-29,4,35360
2009-01-29,3,35980
2009-01-29,2,36247
2009-01-29,1,36287
2009-01-30,48,36488
2009-01-30,47,37600
2009-01-30,46,39425
2009-01-30,45,40803
2009-01-30,44,42351
2009-01-30,43,44281
2009-01-30,42,45768
2009-01-30,41,47713
2009-01-30,40,49290
2009-01-30,39,50795
2009-01-30,38,52119
2009-01-30,37,52952
2009-01-30,36,53674
2009-01-30,35,53715
2009-01-30,34,51068
2009-01-30,33,48793
2009-01-30,32,47968
2009-01-30,31,47476
2009-01-30,30,47794
2009-01-30,29,48232
2009-01-30,28,48319
2009-01-30,27,48729
2009-01-30,26,48952
2009-01-30,25,49615
2009-01-30,24,49657
2009-01-30,23,49592
2009-01-30,22,49466
2009-01-30,21,49381
2009-01-30,20,49249
2009-01-30,19,49007
2009-01-30,18,48191
2009-01-30,17,47880
2009-01-30,16,47050
2009-01-30,15,45229
2009-01-30,14,41114
2009-01-30,13,37741
2009-01-30,12,34927
2009-01-30,11,34092
2009-01-30,10,33788
2009-01-30,9,33887
2009-01-30,8,34624
2009-01-30,7,35544
2009-01-30,6,36141
2009-01-30,5,35860
2009-01-30,4,36149
2009-01-30,3,36767
2009-01-30,2,36878
2009-01-30,1,37042
2009-01-31,48,35801
2009-01-31,47,36543
2009-01-31,46,38020
2009-01-31,45,38811
2009-01-31,44,40138
2009-01-31,43,41481
2009-01-31,42,42871
2009-01-31,41,44587
2009-01-31,40,45900
2009-01-31,39,47288
2009-01-31,38,48481
2009-01-31,37,49217
2009-01-31,36,49694
2009-01-31,35,48496
2009-01-31,34,44888
2009-01-31,33,42581
2009-01-31,32,41794
2009-01-31,31,41433
2009-01-31,30,41216
2009-01-31,29,41672
2009-01-31,28,41432
2009-01-31,27,41908
2009-01-31,26,42475
2009-01-31,25,43013
2009-01-31,24,43075
2009-01-31,23,43095
2009-01-31,22,43069
2009-01-31,21,42630
2009-01-31,20,42120
2009-01-31,19,41209
2009-01-31,18,39313
2009-01-31,17,37251
2009-01-31,16,35278
2009-01-31,15,34565
2009-01-31,14,33377
2009-01-31,13,32604
2009-01-31,12,31746
2009-01-31,11,31774
2009-01-31,10,32021
2009-01-31,9,32496
2009-01-31,8,33263
2009-01-31,7,34128
2009-01-31,6,34543
2009-01-31,5,34593
2009-01-31,4,35173
2009-01-31,3,36077
2009-01-31,2,36564
2009-01-31,1,36864
2009-02-01,48,35571
2009-02-01,47,36816
2009-02-01,46,39025
2009-02-01,45,40988
2009-02-01,44,42578
2009-02-01,43,44588
2009-02-01,42,45893
2009-02-01,41,47153
2009-02-01,40,47874
2009-02-01,39,48938
2009-02-01,38,49868
2009-02-01,37,50640
2009-02-01,36,50420
2009-02-01,35,49566
2009-02-01,34,46893
2009-02-01,33,45359
2009-02-01,32,44779
2009-02-01,31,44326
2009-02-01,30,44350
2009-02-01,29,44857
2009-02-01,28,44765
2009-02-01,27,44905
2009-02-01,26,45380
2009-02-01,25,45343
2009-02-01,24,44429
2009-02-01,23,43726
2009-02-01,22,42779
2009-02-01,21,41945
2009-02-01,20,40347
2009-02-01,19,38151
2009-02-01,18,35547
2009-02-01,17,33435
2009-02-01,16,32063
2009-02-01,15,32129
2009-02-01,14,31772
2009-02-01,13,31625
2009-02-01,12,31211
2009-02-01,11,31420
2009-02-01,10,31974
2009-02-01,9,32390
2009-02-01,8,33153
2009-02-01,7,33998
2009-02-01,6,34450
2009-02-01,5,34231
2009-02-01,4,34745
2009-02-01,3,35819
2009-02-01,2,36319
2009-02-01,1,36494
2009-02-02,48,36990
2009-02-02,47,38142
2009-02-02,46,40708
2009-02-02,45,42567
2009-02-02,44,44728
2009-02-02,43,47186
2009-02-02,42,48873
2009-02-02,41,50508
2009-02-02,40,52096
2009-02-02,39,53881
2009-02-02,38,55079
2009-02-02,37,55733
2009-02-02,36,56512
2009-02-02,35,56370
2009-02-02,34,53820
2009-02-02,33,52455
2009-02-02,32,52165
2009-02-02,31,51875
2009-02-02,30,52470
2009-02-02,29,52700
2009-02-02,28,52485
2009-02-02,27,52666
2009-02-02,26,52797
2009-02-02,25,53037
2009-02-02,24,52582
2009-02-02,23,52218
2009-02-02,22,51905
2009-02-02,21,51603
2009-02-02,20,51260
2009-02-02,19,50509
2009-02-02,18,49409
2009-02-02,17,48385
2009-02-02,16,47338
2009-02-02,15,45600
2009-02-02,14,41905
2009-02-02,13,38357
2009-02-02,12,35354
2009-02-02,11,34536
2009-02-02,10,34196
2009-02-02,9,34283
2009-02-02,8,34795
2009-02-02,7,35643
2009-02-02,6,35903
2009-02-02,5,35593
2009-02-02,4,35811
2009-02-02,3,36257
2009-02-02,2,36366
2009-02-02,1,36363
2009-02-03,48,37229
2009-02-03,47,38320
2009-02-03,46,40805
2009-02-03,45,43018
2009-02-03,44,45301
2009-02-03,43,47813
2009-02-03,42,49539
2009-02-03,41,51329
2009-02-03,40,52438
2009-02-03,39,54005
2009-02-03,38,55247
2009-02-03,37,55731
2009-02-03,36,56294
2009-02-03,35,55521
2009-02-03,34,52603
2009-02-03,33,51502
2009-02-03,32,51106
2009-02-03,31,50823
2009-02-03,30,51e3
2009-02-03,29,51247
2009-02-03,28,51177
2009-02-03,27,51539
2009-02-03,26,51854
2009-02-03,25,52287
2009-02-03,24,52118
2009-02-03,23,52112
2009-02-03,22,51986
2009-02-03,21,51728
2009-02-03,20,51512
2009-02-03,19,50810
2009-02-03,18,49343
2009-02-03,17,48172
2009-02-03,16,47101
2009-02-03,15,45726
2009-02-03,14,42278
2009-02-03,13,39508
2009-02-03,12,36831
2009-02-03,11,35937
2009-02-03,10,35721
2009-02-03,9,35955
2009-02-03,8,36581
2009-02-03,7,37273
2009-02-03,6,37484
2009-02-03,5,37164
2009-02-03,4,37362
2009-02-03,3,37850
2009-02-03,2,37885
2009-02-03,1,37609
2009-02-04,48,37671
2009-02-04,47,38955
2009-02-04,46,41516
2009-02-04,45,43866
2009-02-04,44,45666
2009-02-04,43,48383
2009-02-04,42,49777
2009-02-04,41,51947
2009-02-04,40,53226
2009-02-04,39,54217
2009-02-04,38,55081
2009-02-04,37,55877
2009-02-04,36,56446
2009-02-04,35,55665
2009-02-04,34,52794
2009-02-04,33,51020
2009-02-04,32,50187
2009-02-04,31,49674
2009-02-04,30,49810
2009-02-04,29,50162
2009-02-04,28,50024
2009-02-04,27,50151
2009-02-04,26,50216
2009-02-04,25,50752
2009-02-04,24,50792
2009-02-04,23,50895
2009-02-04,22,50832
2009-02-04,21,51045
2009-02-04,20,51086
2009-02-04,19,50582
2009-02-04,18,49400
2009-02-04,17,49258
2009-02-04,16,48601
2009-02-04,15,47105
2009-02-04,14,43096
2009-02-04,13,39858
2009-02-04,12,36864
2009-02-04,11,35837
2009-02-04,10,35646
2009-02-04,9,35799
2009-02-04,8,36388
2009-02-04,7,37109
2009-02-04,6,37610
2009-02-04,5,37168
2009-02-04,4,37437
2009-02-04,3,37918
2009-02-04,2,37906
2009-02-04,1,37787
2009-02-05,48,37442
2009-02-05,47,38693
2009-02-05,46,41071
2009-02-05,45,43249
2009-02-05,44,45226
2009-02-05,43,47672
2009-02-05,42,49417
2009-02-05,41,51395
2009-02-05,40,52378
2009-02-05,39,53647
2009-02-05,38,54591
2009-02-05,37,55379
2009-02-05,36,55827
2009-02-05,35,55478
2009-02-05,34,53129
2009-02-05,33,51749
2009-02-05,32,51211
2009-02-05,31,50759
2009-02-05,30,51166
2009-02-05,29,51710
2009-02-05,28,51751
2009-02-05,27,52131
2009-02-05,26,52151
2009-02-05,25,52386
2009-02-05,24,52047
2009-02-05,23,51877
2009-02-05,22,51652
2009-02-05,21,51391
2009-02-05,20,51249
2009-02-05,19,50804
2009-02-05,18,49572
2009-02-05,17,48849
2009-02-05,16,47921
2009-02-05,15,46387
2009-02-05,14,42429
2009-02-05,13,39205
2009-02-05,12,36537
2009-02-05,11,35600
2009-02-05,10,35410
2009-02-05,9,35562
2009-02-05,8,36236
2009-02-05,7,37029
2009-02-05,6,37628
2009-02-05,5,37318
2009-02-05,4,37696
2009-02-05,3,38264
2009-02-05,2,38226
2009-02-05,1,38279
2009-02-06,48,38132
2009-02-06,47,38925
2009-02-06,46,40864
2009-02-06,45,42291
2009-02-06,44,44026
2009-02-06,43,46114
2009-02-06,42,47583
2009-02-06,41,49296
2009-02-06,40,50943
2009-02-06,39,52275
2009-02-06,38,53343
2009-02-06,37,54368
2009-02-06,36,54817
2009-02-06,35,53730
2009-02-06,34,51450
2009-02-06,33,50163
2009-02-06,32,49682
2009-02-06,31,49535
2009-02-06,30,50138
2009-02-06,29,50709
2009-02-06,28,50812
2009-02-06,27,51206
2009-02-06,26,51223
2009-02-06,25,51912
2009-02-06,24,51834
2009-02-06,23,51960
2009-02-06,22,51733
2009-02-06,21,51664
2009-02-06,20,51360
2009-02-06,19,51030
2009-02-06,18,49832
2009-02-06,17,49162
2009-02-06,16,48167
2009-02-06,15,46539
2009-02-06,14,42442
2009-02-06,13,39305
2009-02-06,12,36474
2009-02-06,11,35537
2009-02-06,10,35439
2009-02-06,9,35582
2009-02-06,8,36227
2009-02-06,7,36979
2009-02-06,6,37515
2009-02-06,5,37145
2009-02-06,4,37407
2009-02-06,3,37862
2009-02-06,2,37855
2009-02-06,1,38015
2009-02-07,48,36909
2009-02-07,47,37712
2009-02-07,46,39126
2009-02-07,45,40055
2009-02-07,44,41325
2009-02-07,43,42842
2009-02-07,42,44216
2009-02-07,41,45971
2009-02-07,40,47266
2009-02-07,39,48929
2009-02-07,38,49686
2009-02-07,37,50375
2009-02-07,36,50572
2009-02-07,35,48139
2009-02-07,34,44980
2009-02-07,33,43352
2009-02-07,32,43025
2009-02-07,31,42893
2009-02-07,30,42968
2009-02-07,29,43438
2009-02-07,28,43556
2009-02-07,27,44042
2009-02-07,26,44577
2009-02-07,25,44967
2009-02-07,24,45025
2009-02-07,23,45161
2009-02-07,22,45101
2009-02-07,21,44903
2009-02-07,20,44155
2009-02-07,19,43205
2009-02-07,18,41209
2009-02-07,17,38997
2009-02-07,16,36827
2009-02-07,15,36479
2009-02-07,14,35636
2009-02-07,13,34784
2009-02-07,12,34079
2009-02-07,11,34068
2009-02-07,10,34423
2009-02-07,9,34813
2009-02-07,8,35566
2009-02-07,7,36446
2009-02-07,6,37116
2009-02-07,5,36965
2009-02-07,4,37481
2009-02-07,3,38297
2009-02-07,2,38644
2009-02-07,1,38686
2009-02-08,48,35318
2009-02-08,47,36332
2009-02-08,46,38487
2009-02-08,45,40450
2009-02-08,44,41966
2009-02-08,43,43792
2009-02-08,42,45288
2009-02-08,41,46621
2009-02-08,40,47395
2009-02-08,39,48803
2009-02-08,38,49541
2009-02-08,37,50036
2009-02-08,36,50008
2009-02-08,35,48614
2009-02-08,34,46505
2009-02-08,33,44970
2009-02-08,32,44374
2009-02-08,31,43909
2009-02-08,30,43896
2009-02-08,29,43892
2009-02-08,28,43835
2009-02-08,27,44424
2009-02-08,26,44742
2009-02-08,25,44976
2009-02-08,24,44610
2009-02-08,23,44020
2009-02-08,22,43163
2009-02-08,21,42181
2009-02-08,20,40508
2009-02-08,19,38720
2009-02-08,18,36403
2009-02-08,17,34508
2009-02-08,16,32916
2009-02-08,15,33303
2009-02-08,14,33265
2009-02-08,13,33031
2009-02-08,12,32760
2009-02-08,11,32951
2009-02-08,10,33432
2009-02-08,9,33799
2009-02-08,8,34547
2009-02-08,7,35491
2009-02-08,6,35959
2009-02-08,5,35825
2009-02-08,4,36210
2009-02-08,3,37179
2009-02-08,2,37498
2009-02-08,1,37701
2009-02-09,48,37037
2009-02-09,47,38292
2009-02-09,46,40824
2009-02-09,45,43151
2009-02-09,44,45097
2009-02-09,43,47632
2009-02-09,42,49623
2009-02-09,41,51165
2009-02-09,40,52647
2009-02-09,39,53941
2009-02-09,38,55024
2009-02-09,37,55373
2009-02-09,36,56087
2009-02-09,35,55734
2009-02-09,34,54104
2009-02-09,33,52849
2009-02-09,32,51789
2009-02-09,31,51090
2009-02-09,30,51271
2009-02-09,29,51544
2009-02-09,28,51433
2009-02-09,27,51601
2009-02-09,26,51567
2009-02-09,25,51889
2009-02-09,24,51721
2009-02-09,23,51526
2009-02-09,22,51351
2009-02-09,21,51090
2009-02-09,20,50857
2009-02-09,19,50166
2009-02-09,18,48926
2009-02-09,17,48393
2009-02-09,16,47349
2009-02-09,15,45694
2009-02-09,14,41809
2009-02-09,13,38252
2009-02-09,12,35087
2009-02-09,11,34169
2009-02-09,10,33838
2009-02-09,9,34147
2009-02-09,8,34696
2009-02-09,7,35481
2009-02-09,6,35899
2009-02-09,5,35693
2009-02-09,4,35844
2009-02-09,3,36241
2009-02-09,2,36193
2009-02-09,1,36023
2009-02-10,48,37296
2009-02-10,47,38754
2009-02-10,46,41247
2009-02-10,45,43626
2009-02-10,44,45755
2009-02-10,43,48117
2009-02-10,42,49914
2009-02-10,41,51485
2009-02-10,40,52318
2009-02-10,39,53841
2009-02-10,38,54722
2009-02-10,37,55162
2009-02-10,36,55263
2009-02-10,35,53402
2009-02-10,34,51216
2009-02-10,33,50117
2009-02-10,32,49504
2009-02-10,31,48993
2009-02-10,30,49417
2009-02-10,29,49926
2009-02-10,28,49922
2009-02-10,27,50302
2009-02-10,26,50282
2009-02-10,25,50670
2009-02-10,24,50612
2009-02-10,23,50757
2009-02-10,22,50755
2009-02-10,21,50755
2009-02-10,20,50721
2009-02-10,19,50448
2009-02-10,18,49213
2009-02-10,17,48992
2009-02-10,16,48112
2009-02-10,15,46803
2009-02-10,14,42920
2009-02-10,13,39431
2009-02-10,12,36649
2009-02-10,11,35513
2009-02-10,10,35327
2009-02-10,9,35501
2009-02-10,8,36055
2009-02-10,7,36902
2009-02-10,6,37365
2009-02-10,5,37113
2009-02-10,4,37288
2009-02-10,3,37787
2009-02-10,2,37752
2009-02-10,1,37712
2009-02-11,48,37711
2009-02-11,47,39406
2009-02-11,46,41645
2009-02-11,45,43646
2009-02-11,44,45537
2009-02-11,43,47870
2009-02-11,42,49539
2009-02-11,41,51507
2009-02-11,40,52450
2009-02-11,39,53630
2009-02-11,38,54849
2009-02-11,37,55446
2009-02-11,36,55470
2009-02-11,35,53856
2009-02-11,34,51831
2009-02-11,33,50441
2009-02-11,32,49693
2009-02-11,31,49136
2009-02-11,30,49454
2009-02-11,29,49786
2009-02-11,28,49740
2009-02-11,27,49889
2009-02-11,26,49968
2009-02-11,25,50226
2009-02-11,24,50150
2009-02-11,23,50271
2009-02-11,22,50251
2009-02-11,21,50296
2009-02-11,20,50310
2009-02-11,19,50060
2009-02-11,18,49035
2009-02-11,17,48842
2009-02-11,16,48172
2009-02-11,15,46864
2009-02-11,14,43202
2009-02-11,13,39568
2009-02-11,12,36588
2009-02-11,11,35687
2009-02-11,10,35394
2009-02-11,9,35495
2009-02-11,8,36081
2009-02-11,7,36890
2009-02-11,6,37458
2009-02-11,5,37113
2009-02-11,4,37350
2009-02-11,3,37803
2009-02-11,2,37775
2009-02-11,1,37893
2009-02-12,48,37721
2009-02-12,47,38994
2009-02-12,46,41362
2009-02-12,45,43321
2009-02-12,44,45425
2009-02-12,43,47775
2009-02-12,42,49455
2009-02-12,41,51369
2009-02-12,40,52220
2009-02-12,39,53776
2009-02-12,38,54891
2009-02-12,37,55497
2009-02-12,36,55748
2009-02-12,35,55135
2009-02-12,34,53386
2009-02-12,33,51866
2009-02-12,32,51048
2009-02-12,31,50672
2009-02-12,30,50805
2009-02-12,29,50920
2009-02-12,28,50805
2009-02-12,27,50756
2009-02-12,26,50880
2009-02-12,25,51121
2009-02-12,24,51060
2009-02-12,23,51003
2009-02-12,22,51033
2009-02-12,21,50969
2009-02-12,20,50832
2009-02-12,19,50450
2009-02-12,18,49331
2009-02-12,17,48916
2009-02-12,16,48104
2009-02-12,15,46882
2009-02-12,14,43186
2009-02-12,13,39834
2009-02-12,12,36809
2009-02-12,11,35840
2009-02-12,10,35659
2009-02-12,9,35771
2009-02-12,8,36392
2009-02-12,7,37252
2009-02-12,6,37693
2009-02-12,5,37430
2009-02-12,4,37526
2009-02-12,3,38047
2009-02-12,2,38116
2009-02-12,1,38238
2009-02-13,48,36913
2009-02-13,47,37652
2009-02-13,46,39417
2009-02-13,45,40904
2009-02-13,44,42627
2009-02-13,43,44621
2009-02-13,42,46060
2009-02-13,41,47832
2009-02-13,40,49235
2009-02-13,39,50522
2009-02-13,38,51732
2009-02-13,37,52320
2009-02-13,36,52152
2009-02-13,35,50207
2009-02-13,34,48165
2009-02-13,33,46906
2009-02-13,32,46485
2009-02-13,31,46521
2009-02-13,30,46967
2009-02-13,29,47438
2009-02-13,28,47649
2009-02-13,27,48090
2009-02-13,26,48184
2009-02-13,25,48864
2009-02-13,24,48892
2009-02-13,23,48861
2009-02-13,22,48841
2009-02-13,21,48784
2009-02-13,20,48794
2009-02-13,19,48807
2009-02-13,18,48075
2009-02-13,17,47658
2009-02-13,16,46494
2009-02-13,15,45195
2009-02-13,14,41828
2009-02-13,13,38677
2009-02-13,12,35946
2009-02-13,11,35181
2009-02-13,10,34902
2009-02-13,9,35108
2009-02-13,8,35610
2009-02-13,7,36585
2009-02-13,6,37049
2009-02-13,5,36764
2009-02-13,4,37151
2009-02-13,3,37884
2009-02-13,2,38052
2009-02-13,1,38389
2009-02-14,48,35486
2009-02-14,47,36069
2009-02-14,46,37538
2009-02-14,45,38478
2009-02-14,44,39856
2009-02-14,43,41242
2009-02-14,42,42484
2009-02-14,41,44072
2009-02-14,40,45747
2009-02-14,39,46786
2009-02-14,38,47545
2009-02-14,37,48438
2009-02-14,36,48288
2009-02-14,35,46128
2009-02-14,34,43358
2009-02-14,33,41892
2009-02-14,32,41455
2009-02-14,31,41218
2009-02-14,30,41452
2009-02-14,29,41860
2009-02-14,28,41861
2009-02-14,27,42080
2009-02-14,26,42516
2009-02-14,25,42965
2009-02-14,24,43142
2009-02-14,23,43200
2009-02-14,22,43354
2009-02-14,21,43170
2009-02-14,20,42619
2009-02-14,19,41728
2009-02-14,18,39870
2009-02-14,17,37895
2009-02-14,16,35887
2009-02-14,15,35313
2009-02-14,14,34455
2009-02-14,13,33721
2009-02-14,12,32760
2009-02-14,11,32765
2009-02-14,10,32946
2009-02-14,9,33436
2009-02-14,8,34178
2009-02-14,7,35023
2009-02-14,6,35665
2009-02-14,5,35568
2009-02-14,4,36063
2009-02-14,3,36868
2009-02-14,2,37322
2009-02-14,1,37475
2009-02-15,48,33818
2009-02-15,47,34740
2009-02-15,46,36693
2009-02-15,45,38207
2009-02-15,44,39728
2009-02-15,43,41106
2009-02-15,42,42233
2009-02-15,41,43311
2009-02-15,40,44031
2009-02-15,39,45248
2009-02-15,38,46125
2009-02-15,37,46649
2009-02-15,36,46548
2009-02-15,35,44378
2009-02-15,34,42547
2009-02-15,33,41343
2009-02-15,32,40910
2009-02-15,31,40640
2009-02-15,30,40761
2009-02-15,29,41111
2009-02-15,28,40978
2009-02-15,27,41470
2009-02-15,26,41724
2009-02-15,25,41986
2009-02-15,24,41489
2009-02-15,23,40939
2009-02-15,22,40243
2009-02-15,21,39377
2009-02-15,20,37840
2009-02-15,19,36480
2009-02-15,18,34351
2009-02-15,17,32519
2009-02-15,16,31133
2009-02-15,15,31403
2009-02-15,14,31327
2009-02-15,13,31065
2009-02-15,12,30715
2009-02-15,11,30896
2009-02-15,10,31199
2009-02-15,9,31665
2009-02-15,8,32465
2009-02-15,7,33462
2009-02-15,6,34116
2009-02-15,5,34055
2009-02-15,4,34555
2009-02-15,3,35459
2009-02-15,2,35976
2009-02-15,1,36179
2009-02-16,48,34979
2009-02-16,47,36184
2009-02-16,46,38130
2009-02-16,45,40041
2009-02-16,44,41959
2009-02-16,43,44250
2009-02-16,42,45755
2009-02-16,41,47521
2009-02-16,40,49061
2009-02-16,39,50201
2009-02-16,38,51314
2009-02-16,37,52036
2009-02-16,36,51703
2009-02-16,35,49531
2009-02-16,34,47414
2009-02-16,33,46243
2009-02-16,32,45906
2009-02-16,31,45900
2009-02-16,30,46076
2009-02-16,29,46290
2009-02-16,28,46305
2009-02-16,27,46572
2009-02-16,26,47041
2009-02-16,25,47577
2009-02-16,24,47710
2009-02-16,23,47691
2009-02-16,22,47706
2009-02-16,21,47596
2009-02-16,20,47569
2009-02-16,19,47017
2009-02-16,18,45581
2009-02-16,17,43829
2009-02-16,16,41896
2009-02-16,15,40663
2009-02-16,14,38176
2009-02-16,13,35519
2009-02-16,12,32793
2009-02-16,11,31672
2009-02-16,10,31397
2009-02-16,9,31692
2009-02-16,8,32343
2009-02-16,7,33303
2009-02-16,6,33765
2009-02-16,5,33576
2009-02-16,4,33869
2009-02-16,3,34441
2009-02-16,2,34553
2009-02-16,1,34547
2009-02-17,31,46243
2009-02-17,30,46368
2009-02-17,29,46638
2009-02-17,28,46475
2009-02-17,27,46840
2009-02-17,26,46954
2009-02-17,25,47330
2009-02-17,24,47228
2009-02-17,23,47151
2009-02-17,22,47162
2009-02-17,21,47180
2009-02-17,20,46970
2009-02-17,19,46727
2009-02-17,18,45432
