"Quarter"	"LAName"	"LACode"	"variable"	"value"
2019 Q3	"Perth and Kinross"	"S12000048"	"Plug-in Hybrids"	191
2019 Q3	"Renfrewshire"	"S12000038"	"Plug-in Hybrids"	2324
2019 Q3	"Scottish Borders"	"S12000026"	"Plug-in Hybrids"	123
2019 Q3	"Shetland Islands"	"S12000027"	"Plug-in Hybrids"	29
2019 Q3	"South Ayrshire"	"S12000028"	"Plug-in Hybrids"	74
2019 Q3	"South Lanarkshire"	"S12000029"	"Plug-in Hybrids"	238
2019 Q3	"Stirling"	"S12000030"	"Plug-in Hybrids"	980
2019 Q3	"West Dunbartonshire"	"S12000039"	"Plug-in Hybrids"	60
2019 Q3	"West Lothian"	"S12000040"	"Plug-in Hybrids"	154
2019 Q2	"Aberdeen City"	"S12000033"	"Plug-in Hybrids"	199
2019 Q2	"Aberdeenshire"	"S12000034"	"Plug-in Hybrids"	298
2019 Q2	"Angus"	"S12000041"	"Plug-in Hybrids"	86
2019 Q2	"Argyll and Bute"	"S12000035"	"Plug-in Hybrids"	77
2019 Q2	"City of Edinburgh"	"S12000036"	"Plug-in Hybrids"	439
2019 Q2	"Clackmannanshire"	"S12000005"	"Plug-in Hybrids"	34
2019 Q2	"Dumfries and Galloway"	"S12000006"	"Plug-in Hybrids"	114
2019 Q2	"Dundee City"	"S12000042"	"Plug-in Hybrids"	71
2019 Q2	"East Ayrshire"	"S12000008"	"Plug-in Hybrids"	72
2019 Q2	"East Dunbartonshire"	"S12000045"	"Plug-in Hybrids"	100
2019 Q2	"East Lothian"	"S12000010"	"Plug-in Hybrids"	101
2019 Q2	"East Renfrewshire"	"S12000011"	"Plug-in Hybrids"	134
2019 Q2	"Falkirk"	"S12000014"	"Plug-in Hybrids"	89
2019 Q2	"Fife"	"S12000047"	"Plug-in Hybrids"	242
2019 Q2	"Glasgow City"	"S12000049"	"Plug-in Hybrids"	289
2019 Q2	"Highland"	"S12000017"	"Plug-in Hybrids"	156
2019 Q2	"Inverclyde"	"S12000018"	"Plug-in Hybrids"	30
2019 Q2	"Midlothian"	"S12000019"	"Plug-in Hybrids"	74
2019 Q2	"Moray"	"S12000020"	"Plug-in Hybrids"	58
2019 Q2	"Na h-Eileanan Siar"	"S12000013"	"Plug-in Hybrids"	12
2019 Q2	"North Ayrshire"	"S12000021"	"Plug-in Hybrids"	67
2019 Q2	"North Lanarkshire"	"S12000050"	"Plug-in Hybrids"	164
2019 Q2	"Orkney Islands"	"S12000023"	"Plug-in Hybrids"	32
2019 Q2	"Perth and Kinross"	"S12000048"	"Plug-in Hybrids"	180
2019 Q2	"Renfrewshire"	"S12000038"	"Plug-in Hybrids"	2121
2019 Q2	"Scottish Borders"	"S12000026"	"Plug-in Hybrids"	115
2019 Q2	"Shetland Islands"	"S12000027"	"Plug-in Hybrids"	28
2019 Q2	"South Ayrshire"	"S12000028"	"Plug-in Hybrids"	67
2019 Q2	"South Lanarkshire"	"S12000029"	"Plug-in Hybrids"	216
2019 Q2	"Stirling"	"S12000030"	"Plug-in Hybrids"	911
2019 Q2	"West Dunbartonshire"	"S12000039"	"Plug-in Hybrids"	54
2019 Q2	"West Lothian"	"S12000040"	"Plug-in Hybrids"	142
2019 Q1	"Aberdeen City"	"S12000033"	"Plug-in Hybrids"	194
2019 Q1	"Aberdeenshire"	"S12000034"	"Plug-in Hybrids"	291
2019 Q1	"Angus"	"S12000041"	"Plug-in Hybrids"	78
2019 Q1	"Argyll and Bute"	"S12000035"	"Plug-in Hybrids"	72
2019 Q1	"City of Edinburgh"	"S12000036"	"Plug-in Hybrids"	391
2019 Q1	"Clackmannanshire"	"S12000005"	"Plug-in Hybrids"	31
2019 Q1	"Dumfries and Galloway"	"S12000006"	"Plug-in Hybrids"	109
2019 Q1	"Dundee City"	"S12000042"	"Plug-in Hybrids"	67
2019 Q1	"East Ayrshire"	"S12000008"	"Plug-in Hybrids"	63
2019 Q1	"East Dunbartonshire"	"S12000045"	"Plug-in Hybrids"	90
2019 Q1	"East Lothian"	"S12000010"	"Plug-in Hybrids"	98
2019 Q1	"East Renfrewshire"	"S12000011"	"Plug-in Hybrids"	137
2019 Q1	"Falkirk"	"S12000014"	"Plug-in Hybrids"	82
2019 Q1	"Fife"	"S12000047"	"Plug-in Hybrids"	232
2019 Q1	"Glasgow City"	"S12000049"	"Plug-in Hybrids"	256
2019 Q1	"Highland"	"S12000017"	"Plug-in Hybrids"	146
2019 Q1	"Inverclyde"	"S12000018"	"Plug-in Hybrids"	29
2019 Q1	"Midlothian"	"S12000019"	"Plug-in Hybrids"	68
2019 Q1	"Moray"	"S12000020"	"Plug-in Hybrids"	58
2019 Q1	"Na h-Eileanan Siar"	"S12000013"	"Plug-in Hybrids"	11
2019 Q1	"North Ayrshire"	"S12000021"	"Plug-in Hybrids"	66
2019 Q1	"North Lanarkshire"	"S12000050"	"Plug-in Hybrids"	157
2019 Q1	"Orkney Islands"	"S12000023"	"Plug-in Hybrids"	32
2019 Q1	"Perth and Kinross"	"S12000048"	"Plug-in Hybrids"	170
2019 Q1	"Renfrewshire"	"S12000038"	"Plug-in Hybrids"	1919
2019 Q1	"Scottish Borders"	"S12000026"	"Plug-in Hybrids"	103
2019 Q1	"Shetland Islands"	"S12000027"	"Plug-in Hybrids"	28
2019 Q1	"South Ayrshire"	"S12000028"	"Plug-in Hybrids"	61
2019 Q1	"South Lanarkshire"	"S12000029"	"Plug-in Hybrids"	209
2019 Q1	"Stirling"	"S12000030"	"Plug-in Hybrids"	873
2019 Q1	"West Dunbartonshire"	"S12000039"	"Plug-in Hybrids"	44
2019 Q1	"West Lothian"	"S12000040"	"Plug-in Hybrids"	129
2018 Q4	"Aberdeen City"	"S12000033"	"Plug-in Hybrids"	184
2018 Q4	"Aberdeenshire"	"S12000034"	"Plug-in Hybrids"	279
2018 Q4	"Angus"	"S12000041"	"Plug-in Hybrids"	75
2018 Q4	"Argyll and Bute"	"S12000035"	"Plug-in Hybrids"	66
2018 Q4	"City of Edinburgh"	"S12000036"	"Plug-in Hybrids"	354
2018 Q4	"Clackmannanshire"	"S12000005"	"Plug-in Hybrids"	31
2018 Q4	"Dumfries and Galloway"	"S12000006"	"Plug-in Hybrids"	101
2018 Q4	"Dundee City"	"S12000042"	"Plug-in Hybrids"	58
2018 Q4	"East Ayrshire"	"S12000008"	"Plug-in Hybrids"	57
2018 Q4	"East Dunbartonshire"	"S12000045"	"Plug-in Hybrids"	80
2018 Q4	"East Lothian"	"S12000010"	"Plug-in Hybrids"	90
2018 Q4	"East Renfrewshire"	"S12000011"	"Plug-in Hybrids"	137
2018 Q4	"Falkirk"	"S12000014"	"Plug-in Hybrids"	68
2018 Q4	"Fife"	"S12000047"	"Plug-in Hybrids"	223
2018 Q4	"Glasgow City"	"S12000049"	"Plug-in Hybrids"	227
2018 Q4	"Highland"	"S12000017"	"Plug-in Hybrids"	135
2018 Q4	"Inverclyde"	"S12000018"	"Plug-in Hybrids"	25
2018 Q4	"Midlothian"	"S12000019"	"Plug-in Hybrids"	59
2018 Q4	"Moray"	"S12000020"	"Plug-in Hybrids"	53
2018 Q4	"Na h-Eileanan Siar"	"S12000013"	"Plug-in Hybrids"	9
2018 Q4	"North Ayrshire"	"S12000021"	"Plug-in Hybrids"	64
2018 Q4	"North Lanarkshire"	"S12000050"	"Plug-in Hybrids"	143
2018 Q4	"Orkney Islands"	"S12000023"	"Plug-in Hybrids"	29
2018 Q4	"Perth and Kinross"	"S12000048"	"Plug-in Hybrids"	160
2018 Q4	"Renfrewshire"	"S12000038"	"Plug-in Hybrids"	1682
2018 Q4	"Scottish Borders"	"S12000026"	"Plug-in Hybrids"	98
2018 Q4	"Shetland Islands"	"S12000027"	"Plug-in Hybrids"	26
2018 Q4	"South Ayrshire"	"S12000028"	"Plug-in Hybrids"	70
2018 Q4	"South Lanarkshire"	"S12000029"	"Plug-in Hybrids"	205
2018 Q4	"Stirling"	"S12000030"	"Plug-in Hybrids"	796
2018 Q4	"West Dunbartonshire"	"S12000039"	"Plug-in Hybrids"	41
2018 Q4	"West Lothian"	"S12000040"	"Plug-in Hybrids"	118
2018 Q3	"Aberdeen City"	"S12000033"	"Plug-in Hybrids"	170
2018 Q3	"Aberdeenshire"	"S12000034"	"Plug-in Hybrids"	249
2018 Q3	"Angus"	"S12000041"	"Plug-in Hybrids"	69
2018 Q3	"Argyll and Bute"	"S12000035"	"Plug-in Hybrids"	64
2018 Q3	"City of Edinburgh"	"S12000036"	"Plug-in Hybrids"	319
2018 Q3	"Clackmannanshire"	"S12000005"	"Plug-in Hybrids"	28
2018 Q3	"Dumfries and Galloway"	"S12000006"	"Plug-in Hybrids"	97
2018 Q3	"Dundee City"	"S12000042"	"Plug-in Hybrids"	49
2018 Q3	"East Ayrshire"	"S12000008"	"Plug-in Hybrids"	50
2018 Q3	"East Dunbartonshire"	"S12000045"	"Plug-in Hybrids"	67
2018 Q3	"East Lothian"	"S12000010"	"Plug-in Hybrids"	83
2018 Q3	"East Renfrewshire"	"S12000011"	"Plug-in Hybrids"	87
2018 Q3	"Falkirk"	"S12000014"	"Plug-in Hybrids"	65
2018 Q3	"Fife"	"S12000047"	"Plug-in Hybrids"	202
2018 Q3	"Glasgow City"	"S12000049"	"Plug-in Hybrids"	200
2018 Q3	"Highland"	"S12000017"	"Plug-in Hybrids"	124
2018 Q3	"Inverclyde"	"S12000018"	"Plug-in Hybrids"	24
2018 Q3	"Midlothian"	"S12000019"	"Plug-in Hybrids"	45
2018 Q3	"Moray"	"S12000020"	"Plug-in Hybrids"	44
2018 Q3	"Na h-Eileanan Siar"	"S12000013"	"Plug-in Hybrids"	9
2018 Q3	"North Ayrshire"	"S12000021"	"Plug-in Hybrids"	61
2018 Q3	"North Lanarkshire"	"S12000050"	"Plug-in Hybrids"	126
2018 Q3	"Orkney Islands"	"S12000023"	"Plug-in Hybrids"	27
2018 Q3	"Perth and Kinross"	"S12000048"	"Plug-in Hybrids"	147
2018 Q3	"Renfrewshire"	"S12000038"	"Plug-in Hybrids"	1431
2018 Q3	"Scottish Borders"	"S12000026"	"Plug-in Hybrids"	90
2018 Q3	"Shetland Islands"	"S12000027"	"Plug-in Hybrids"	24
2018 Q3	"South Ayrshire"	"S12000028"	"Plug-in Hybrids"	66
2018 Q3	"South Lanarkshire"	"S12000029"	"Plug-in Hybrids"	170
2018 Q3	"Stirling"	"S12000030"	"Plug-in Hybrids"	740
2018 Q3	"West Dunbartonshire"	"S12000039"	"Plug-in Hybrids"	36
2018 Q3	"West Lothian"	"S12000040"	"Plug-in Hybrids"	107
2018 Q2	"Aberdeen City"	"S12000033"	"Plug-in Hybrids"	168
2018 Q2	"Aberdeenshire"	"S12000034"	"Plug-in Hybrids"	232
2018 Q2	"Angus"	"S12000041"	"Plug-in Hybrids"	56
2018 Q2	"Argyll and Bute"	"S12000035"	"Plug-in Hybrids"	59
2018 Q2	"City of Edinburgh"	"S12000036"	"Plug-in Hybrids"	281
2018 Q2	"Clackmannanshire"	"S12000005"	"Plug-in Hybrids"	26
2018 Q2	"Dumfries and Galloway"	"S12000006"	"Plug-in Hybrids"	93
2018 Q2	"Dundee City"	"S12000042"	"Plug-in Hybrids"	42
2018 Q2	"East Ayrshire"	"S12000008"	"Plug-in Hybrids"	46
2018 Q2	"East Dunbartonshire"	"S12000045"	"Plug-in Hybrids"	62
2018 Q2	"East Lothian"	"S12000010"	"Plug-in Hybrids"	75
2018 Q2	"East Renfrewshire"	"S12000011"	"Plug-in Hybrids"	67
2018 Q2	"Falkirk"	"S12000014"	"Plug-in Hybrids"	59
2018 Q2	"Fife"	"S12000047"	"Plug-in Hybrids"	188
2018 Q2	"Glasgow City"	"S12000049"	"Plug-in Hybrids"	171
2018 Q2	"Highland"	"S12000017"	"Plug-in Hybrids"	111
2018 Q2	"Inverclyde"	"S12000018"	"Plug-in Hybrids"	21
2018 Q2	"Midlothian"	"S12000019"	"Plug-in Hybrids"	41
2018 Q2	"Moray"	"S12000020"	"Plug-in Hybrids"	43
2018 Q2	"Na h-Eileanan Siar"	"S12000013"	"Plug-in Hybrids"	8
2018 Q2	"North Ayrshire"	"S12000021"	"Plug-in Hybrids"	57
2018 Q2	"North Lanarkshire"	"S12000050"	"Plug-in Hybrids"	109
2018 Q2	"Orkney Islands"	"S12000023"	"Plug-in Hybrids"	24
2018 Q2	"Perth and Kinross"	"S12000048"	"Plug-in Hybrids"	127
2018 Q2	"Renfrewshire"	"S12000038"	"Plug-in Hybrids"	1265
2018 Q2	"Scottish Borders"	"S12000026"	"Plug-in Hybrids"	81
2018 Q2	"Shetland Islands"	"S12000027"	"Plug-in Hybrids"	25
2018 Q2	"South Ayrshire"	"S12000028"	"Plug-in Hybrids"	59
2018 Q2	"South Lanarkshire"	"S12000029"	"Plug-in Hybrids"	142
2018 Q2	"Stirling"	"S12000030"	"Plug-in Hybrids"	640
2018 Q2	"West Dunbartonshire"	"S12000039"	"Plug-in Hybrids"	32
2018 Q2	"West Lothian"	"S12000040"	"Plug-in Hybrids"	93
2018 Q1	"Aberdeen City"	"S12000033"	"Plug-in Hybrids"	154
2018 Q1	"Aberdeenshire"	"S12000034"	"Plug-in Hybrids"	210
2018 Q1	"Angus"	"S12000041"	"Plug-in Hybrids"	49
2018 Q1	"Argyll and Bute"	"S12000035"	"Plug-in Hybrids"	54
2018 Q1	"City of Edinburgh"	"S12000036"	"Plug-in Hybrids"	248
2018 Q1	"Clackmannanshire"	"S12000005"	"Plug-in Hybrids"	23
2018 Q1	"Dumfries and Galloway"	"S12000006"	"Plug-in Hybrids"	87
2018 Q1	"Dundee City"	"S12000042"	"Plug-in Hybrids"	38
2018 Q1	"East Ayrshire"	"S12000008"	"Plug-in Hybrids"	43
2018 Q1	"East Dunbartonshire"	"S12000045"	"Plug-in Hybrids"	56
2018 Q1	"East Lothian"	"S12000010"	"Plug-in Hybrids"	63
2018 Q1	"East Renfrewshire"	"S12000011"	"Plug-in Hybrids"	64
2018 Q1	"Falkirk"	"S12000014"	"Plug-in Hybrids"	54
2018 Q1	"Fife"	"S12000047"	"Plug-in Hybrids"	170
2018 Q1	"Glasgow City"	"S12000049"	"Plug-in Hybrids"	146
2018 Q1	"Highland"	"S12000017"	"Plug-in Hybrids"	104
2018 Q1	"Inverclyde"	"S12000018"	"Plug-in Hybrids"	19
2018 Q1	"Midlothian"	"S12000019"	"Plug-in Hybrids"	44
2018 Q1	"Moray"	"S12000020"	"Plug-in Hybrids"	33
2018 Q1	"Na h-Eileanan Siar"	"S12000013"	"Plug-in Hybrids"	9
2018 Q1	"North Ayrshire"	"S12000021"	"Plug-in Hybrids"	44
2018 Q1	"North Lanarkshire"	"S12000050"	"Plug-in Hybrids"	90
2018 Q1	"Orkney Islands"	"S12000023"	"Plug-in Hybrids"	22
2018 Q1	"Perth and Kinross"	"S12000048"	"Plug-in Hybrids"	112
2018 Q1	"Renfrewshire"	"S12000038"	"Plug-in Hybrids"	997
2018 Q1	"Scottish Borders"	"S12000026"	"Plug-in Hybrids"	76
2018 Q1	"Shetland Islands"	"S12000027"	"Plug-in Hybrids"	25
2018 Q1	"South Ayrshire"	"S12000028"	"Plug-in Hybrids"	49
2018 Q1	"South Lanarkshire"	"S12000029"	"Plug-in Hybrids"	132
2018 Q1	"Stirling"	"S12000030"	"Plug-in Hybrids"	517
2018 Q1	"West Dunbartonshire"	"S12000039"	"Plug-in Hybrids"	30
2018 Q1	"West Lothian"	"S12000040"	"Plug-in Hybrids"	90
2017 Q4	"Aberdeen City"	"S12000033"	"Plug-in Hybrids"	139
2017 Q4	"Aberdeenshire"	"S12000034"	"Plug-in Hybrids"	191
2017 Q4	"Angus"	"S12000041"	"Plug-in Hybrids"	42
2017 Q4	"Argyll and Bute"	"S12000035"	"Plug-in Hybrids"	46
2017 Q4	"City of Edinburgh"	"S12000036"	"Plug-in Hybrids"	232
2017 Q4	"Clackmannanshire"	"S12000005"	"Plug-in Hybrids"	20
2017 Q4	"Dumfries and Galloway"	"S12000006"	"Plug-in Hybrids"	80
2017 Q4	"Dundee City"	"S12000042"	"Plug-in Hybrids"	31
2017 Q4	"East Ayrshire"	"S12000008"	"Plug-in Hybrids"	38
2017 Q4	"East Dunbartonshire"	"S12000045"	"Plug-in Hybrids"	42
2017 Q4	"East Lothian"	"S12000010"	"Plug-in Hybrids"	62
2017 Q4	"East Renfrewshire"	"S12000011"	"Plug-in Hybrids"	57
2017 Q4	"Falkirk"	"S12000014"	"Plug-in Hybrids"	47
2017 Q4	"Fife"	"S12000047"	"Plug-in Hybrids"	142
2017 Q4	"Glasgow City"	"S12000049"	"Plug-in Hybrids"	127
2017 Q4	"Highland"	"S12000017"	"Plug-in Hybrids"	89
2017 Q4	"Inverclyde"	"S12000018"	"Plug-in Hybrids"	17
2017 Q4	"Midlothian"	"S12000019"	"Plug-in Hybrids"	39
2017 Q4	"Moray"	"S12000020"	"Plug-in Hybrids"	28
2017 Q4	"Na h-Eileanan Siar"	"S12000013"	"Plug-in Hybrids"	7
2017 Q4	"North Ayrshire"	"S12000021"	"Plug-in Hybrids"	38
2017 Q4	"North Lanarkshire"	"S12000050"	"Plug-in Hybrids"	84
2017 Q4	"Orkney Islands"	"S12000023"	"Plug-in Hybrids"	19
2017 Q4	"Perth and Kinross"	"S12000048"	"Plug-in Hybrids"	106
2017 Q4	"Renfrewshire"	"S12000038"	"Plug-in Hybrids"	783
2017 Q4	"Scottish Borders"	"S12000026"	"Plug-in Hybrids"	70
2017 Q4	"Shetland Islands"	"S12000027"	"Plug-in Hybrids"	21
2017 Q4	"South Ayrshire"	"S12000028"	"Plug-in Hybrids"	45
2017 Q4	"South Lanarkshire"	"S12000029"	"Plug-in Hybrids"	115
2017 Q4	"Stirling"	"S12000030"	"Plug-in Hybrids"	456
2017 Q4	"West Dunbartonshire"	"S12000039"	"Plug-in Hybrids"	22
2017 Q4	"West Lothian"	"S12000040"	"Plug-in Hybrids"	79
2017 Q3	"Aberdeen City"	"S12000033"	"Plug-in Hybrids"	127
2017 Q3	"Aberdeenshire"	"S12000034"	"Plug-in Hybrids"	168
2017 Q3	"Angus"	"S12000041"	"Plug-in Hybrids"	39
2017 Q3	"Argyll and Bute"	"S12000035"	"Plug-in Hybrids"	35
2017 Q3	"City of Edinburgh"	"S12000036"	"Plug-in Hybrids"	205
2017 Q3	"Clackmannanshire"	"S12000005"	"Plug-in Hybrids"	18
2017 Q3	"Dumfries and Galloway"	"S12000006"	"Plug-in Hybrids"	74
2017 Q3	"Dundee City"	"S12000042"	"Plug-in Hybrids"	36
2017 Q3	"East Ayrshire"	"S12000008"	"Plug-in Hybrids"	33
2017 Q3	"East Dunbartonshire"	"S12000045"	"Plug-in Hybrids"	38
2017 Q3	"East Lothian"	"S12000010"	"Plug-in Hybrids"	57
2017 Q3	"East Renfrewshire"	"S12000011"	"Plug-in Hybrids"	58
2017 Q3	"Falkirk"	"S12000014"	"Plug-in Hybrids"	41
2017 Q3	"Fife"	"S12000047"	"Plug-in Hybrids"	139
2017 Q3	"Glasgow City"	"S12000049"	"Plug-in Hybrids"	113
2017 Q3	"Highland"	"S12000017"	"Plug-in Hybrids"	84
2017 Q3	"Inverclyde"	"S12000018"	"Plug-in Hybrids"	14
2017 Q3	"Midlothian"	"S12000019"	"Plug-in Hybrids"	38
2017 Q3	"Moray"	"S12000020"	"Plug-in Hybrids"	26
2017 Q3	"Na h-Eileanan Siar"	"S12000013"	"Plug-in Hybrids"	7
2017 Q3	"North Ayrshire"	"S12000021"	"Plug-in Hybrids"	41
2017 Q3	"North Lanarkshire"	"S12000050"	"Plug-in Hybrids"	80
2017 Q3	"Orkney Islands"	"S12000023"	"Plug-in Hybrids"	19
2017 Q3	"Perth and Kinross"	"S12000048"	"Plug-in Hybrids"	96
2017 Q3	"Renfrewshire"	"S12000038"	"Plug-in Hybrids"	666
2017 Q3	"Scottish Borders"	"S12000026"	"Plug-in Hybrids"	64
2017 Q3	"Shetland Islands"	"S12000027"	"Plug-in Hybrids"	19
2017 Q3	"South Ayrshire"	"S12000028"	"Plug-in Hybrids"	38
2017 Q3	"South Lanarkshire"	"S12000029"	"Plug-in Hybrids"	112
2017 Q3	"Stirling"	"S12000030"	"Plug-in Hybrids"	404
2017 Q3	"West Dunbartonshire"	"S12000039"	"Plug-in Hybrids"	20
2017 Q3	"West Lothian"	"S12000040"	"Plug-in Hybrids"	65
2017 Q2	"Aberdeen City"	"S12000033"	"Plug-in Hybrids"	119
2017 Q2	"Aberdeenshire"	"S12000034"	"Plug-in Hybrids"	155
2017 Q2	"Angus"	"S12000041"	"Plug-in Hybrids"	35
2017 Q2	"Argyll and Bute"	"S12000035"	"Plug-in Hybrids"	32
2017 Q2	"City of Edinburgh"	"S12000036"	"Plug-in Hybrids"	188
2017 Q2	"Clackmannanshire"	"S12000005"	"Plug-in Hybrids"	18
2017 Q2	"Dumfries and Galloway"	"S12000006"	"Plug-in Hybrids"	63
2017 Q2	"Dundee City"	"S12000042"	"Plug-in Hybrids"	30
2017 Q2	"East Ayrshire"	"S12000008"	"Plug-in Hybrids"	33
2017 Q2	"East Dunbartonshire"	"S12000045"	"Plug-in Hybrids"	32
2017 Q2	"East Lothian"	"S12000010"	"Plug-in Hybrids"	51
2017 Q2	"East Renfrewshire"	"S12000011"	"Plug-in Hybrids"	51
2017 Q2	"Falkirk"	"S12000014"	"Plug-in Hybrids"	36
2017 Q2	"Fife"	"S12000047"	"Plug-in Hybrids"	123
2017 Q2	"Glasgow City"	"S12000049"	"Plug-in Hybrids"	108
2017 Q2	"Highland"	"S12000017"	"Plug-in Hybrids"	73
2017 Q2	"Inverclyde"	"S12000018"	"Plug-in Hybrids"	12
2017 Q2	"Midlothian"	"S12000019"	"Plug-in Hybrids"	32
2017 Q2	"Moray"	"S12000020"	"Plug-in Hybrids"	23
2017 Q2	"Na h-Eileanan Siar"	"S12000013"	"Plug-in Hybrids"	7
2017 Q2	"North Ayrshire"	"S12000021"	"Plug-in Hybrids"	34
2017 Q2	"North Lanarkshire"	"S12000050"	"Plug-in Hybrids"	78
2017 Q2	"Orkney Islands"	"S12000023"	"Plug-in Hybrids"	18
2017 Q2	"Perth and Kinross"	"S12000048"	"Plug-in Hybrids"	83
2017 Q2	"Renfrewshire"	"S12000038"	"Plug-in Hybrids"	478
2017 Q2	"Scottish Borders"	"S12000026"	"Plug-in Hybrids"	55
2017 Q2	"Shetland Islands"	"S12000027"	"Plug-in Hybrids"	19
2017 Q2	"South Ayrshire"	"S12000028"	"Plug-in Hybrids"	33
2017 Q2	"South Lanarkshire"	"S12000029"	"Plug-in Hybrids"	103
2017 Q2	"Stirling"	"S12000030"	"Plug-in Hybrids"	337
2017 Q2	"West Dunbartonshire"	"S12000039"	"Plug-in Hybrids"	20
2017 Q2	"West Lothian"	"S12000040"	"Plug-in Hybrids"	61
2017 Q1	"Aberdeen City"	"S12000033"	"Plug-in Hybrids"	114
2017 Q1	"Aberdeenshire"	"S12000034"	"Plug-in Hybrids"	141
2017 Q1	"Angus"	"S12000041"	"Plug-in Hybrids"	35
2017 Q1	"Argyll and Bute"	"S12000035"	"Plug-in Hybrids"	27
2017 Q1	"City of Edinburgh"	"S12000036"	"Plug-in Hybrids"	159
2017 Q1	"Clackmannanshire"	"S12000005"	"Plug-in Hybrids"	16
2017 Q1	"Dumfries and Galloway"	"S12000006"	"Plug-in Hybrids"	57
2017 Q1	"Dundee City"	"S12000042"	"Plug-in Hybrids"	31
2017 Q1	"East Ayrshire"	"S12000008"	"Plug-in Hybrids"	29
2017 Q1	"East Dunbartonshire"	"S12000045"	"Plug-in Hybrids"	27
2017 Q1	"East Lothian"	"S12000010"	"Plug-in Hybrids"	51
2017 Q1	"East Renfrewshire"	"S12000011"	"Plug-in Hybrids"	43
2017 Q1	"Falkirk"	"S12000014"	"Plug-in Hybrids"	34
2017 Q1	"Fife"	"S12000047"	"Plug-in Hybrids"	113
2017 Q1	"Glasgow City"	"S12000049"	"Plug-in Hybrids"	101
2017 Q1	"Highland"	"S12000017"	"Plug-in Hybrids"	67
2017 Q1	"Inverclyde"	"S12000018"	"Plug-in Hybrids"	12
2017 Q1	"Midlothian"	"S12000019"	"Plug-in Hybrids"	27
2017 Q1	"Moray"	"S12000020"	"Plug-in Hybrids"	19
2017 Q1	"Na h-Eileanan Siar"	"S12000013"	"Plug-in Hybrids"	6
2017 Q1	"North Ayrshire"	"S12000021"	"Plug-in Hybrids"	32
2017 Q1	"North Lanarkshire"	"S12000050"	"Plug-in Hybrids"	73
2017 Q1	"Orkney Islands"	"S12000023"	"Plug-in Hybrids"	16
2017 Q1	"Perth and Kinross"	"S12000048"	"Plug-in Hybrids"	70
2017 Q1	"Renfrewshire"	"S12000038"	"Plug-in Hybrids"	410
2017 Q1	"Scottish Borders"	"S12000026"	"Plug-in Hybrids"	56
2017 Q1	"Shetland Islands"	"S12000027"	"Plug-in Hybrids"	17
2017 Q1	"South Ayrshire"	"S12000028"	"Plug-in Hybrids"	31
2017 Q1	"South Lanarkshire"	"S12000029"	"Plug-in Hybrids"	89
2017 Q1	"Stirling"	"S12000030"	"Plug-in Hybrids"	291
2017 Q1	"West Dunbartonshire"	"S12000039"	"Plug-in Hybrids"	18
2017 Q1	"West Lothian"	"S12000040"	"Plug-in Hybrids"	52
2016 Q4	"Aberdeen City"	"S12000033"	"Plug-in Hybrids"	102
2016 Q4	"Aberdeenshire"	"S12000034"	"Plug-in Hybrids"	124
2016 Q4	"Angus"	"S12000041"	"Plug-in Hybrids"	30
2016 Q4	"Argyll and Bute"	"S12000035"	"Plug-in Hybrids"	22
2016 Q4	"City of Edinburgh"	"S12000036"	"Plug-in Hybrids"	137
2016 Q4	"Clackmannanshire"	"S12000005"	"Plug-in Hybrids"	12
2016 Q4	"Dumfries and Galloway"	"S12000006"	"Plug-in Hybrids"	53
2016 Q4	"Dundee City"	"S12000042"	"Plug-in Hybrids"	25
2016 Q4	"East Ayrshire"	"S12000008"	"Plug-in Hybrids"	25
2016 Q4	"East Dunbartonshire"	"S12000045"	"Plug-in Hybrids"	23
2016 Q4	"East Lothian"	"S12000010"	"Plug-in Hybrids"	44
2016 Q4	"East Renfrewshire"	"S12000011"	"Plug-in Hybrids"	40
2016 Q4	"Falkirk"	"S12000014"	"Plug-in Hybrids"	29
2016 Q4	"Fife"	"S12000047"	"Plug-in Hybrids"	101
2016 Q4	"Glasgow City"	"S12000049"	"Plug-in Hybrids"	94
2016 Q4	"Highland"	"S12000017"	"Plug-in Hybrids"	61
2016 Q4	"Inverclyde"	"S12000018"	"Plug-in Hybrids"	11
2016 Q4	"Midlothian"	"S12000019"	"Plug-in Hybrids"	24
2016 Q4	"Moray"	"S12000020"	"Plug-in Hybrids"	18
2016 Q4	"Na h-Eileanan Siar"	"S12000013"	"Plug-in Hybrids"	6
2016 Q4	"North Ayrshire"	"S12000021"	"Plug-in Hybrids"	31
2016 Q4	"North Lanarkshire"	"S12000050"	"Plug-in Hybrids"	68
2016 Q4	"Orkney Islands"	"S12000023"	"Plug-in Hybrids"	13
2016 Q4	"Perth and Kinross"	"S12000048"	"Plug-in Hybrids"	57
2016 Q4	"Renfrewshire"	"S12000038"	"Plug-in Hybrids"	339
2016 Q4	"Scottish Borders"	"S12000026"	"Plug-in Hybrids"	49
2016 Q4	"Shetland Islands"	"S12000027"	"Plug-in Hybrids"	15
2016 Q4	"South Ayrshire"	"S12000028"	"Plug-in Hybrids"	29
2016 Q4	"South Lanarkshire"	"S12000029"	"Plug-in Hybrids"	81
2016 Q4	"Stirling"	"S12000030"	"Plug-in Hybrids"	227
2016 Q4	"West Dunbartonshire"	"S12000039"	"Plug-in Hybrids"	15
2016 Q4	"West Lothian"	"S12000040"	"Plug-in Hybrids"	48
