"","Year","Sector","End use","variable","Lookup","value"
"989",2019,"Industry","Compressed air","Bioenergy & Waste","2019IndustryCompressed airBioenergy & Waste",0
"990",2019,"Industry","Lighting","Bioenergy & Waste","2019IndustryLightingBioenergy & Waste",0
"991",2019,"Industry","Refrigeration","Bioenergy & Waste","2019IndustryRefrigerationBioenergy & Waste",0
"992",2019,"Industry","Other","Bioenergy & Waste","2019IndustryOtherBioenergy & Waste",0
"993",2019,"Industry","Overall total","Bioenergy & Waste","2019IndustryOverall totalBioenergy & Waste",1676.28698914035
"994",2019,"Transport","Non-heat purposes","Bioenergy & Waste","2019TransportNon-heat purposesBioenergy & Waste",1736.05300680099
"995",2019,"Total","Space heating","Bioenergy & Waste","2019TotalSpace heatingBioenergy & Waste",1093.09272886807
"996",2019,"Total","Water heating","Bioenergy & Waste","2019TotalWater heatingBioenergy & Waste",176.552221283987
"997",2019,"Total","Cooking/catering","Bioenergy & Waste","2019TotalCooking/cateringBioenergy & Waste",0
"998",2019,"Total","Process use","Bioenergy & Waste","2019TotalProcess useBioenergy & Waste",0
"999",2019,"Total","Drying/separation","Bioenergy & Waste","2019TotalDrying/separationBioenergy & Waste",0
"1000",2019,"Total","Unkown (heat)","Bioenergy & Waste","2019TotalUnkown (heat)Bioenergy & Waste",1676.28698914035
"1001",2019,"Total","Heat total","Bioenergy & Waste","2019TotalHeat totalBioenergy & Waste",2945.93193929241
"1002",2019,"Total","Computing","Bioenergy & Waste","2019TotalComputingBioenergy & Waste",0
"1003",2019,"Total","Cooling and ventilation","Bioenergy & Waste","2019TotalCooling and ventilationBioenergy & Waste",0
"1004",2019,"Total","Lighting and appliances","Bioenergy & Waste","2019TotalLighting and appliancesBioenergy & Waste",0
"1005",2019,"Total","Motors","Bioenergy & Waste","2019TotalMotorsBioenergy & Waste",0
"1006",2019,"Total","Compressed air","Bioenergy & Waste","2019TotalCompressed airBioenergy & Waste",0
"1007",2019,"Total","Refrigeration","Bioenergy & Waste","2019TotalRefrigerationBioenergy & Waste",0
"1008",2019,"Total","Other","Bioenergy & Waste","2019TotalOtherBioenergy & Waste",190.920453059106
"1009",2019,"Total","Transport","Bioenergy & Waste","2019TotalTransportBioenergy & Waste",1736.05300680099
"1010",2019,"Total","Non-heat total","Bioenergy & Waste","2019TotalNon-heat totalBioenergy & Waste",1926.9734598601
"1011",2019,"Total","Overall total","Bioenergy & Waste","2019TotalOverall totalBioenergy & Waste",4872.90539915251
"1012",2019,"Total","Overall total excluding transport","Bioenergy & Waste","2019TotalOverall total excluding transportBioenergy & Waste",3136.85239235152
"1013",2018,"Domestic","Space heating","Bioenergy & Waste","2018DomesticSpace heatingBioenergy & Waste",207.878364493684
"1014",2018,"Domestic","Water heating","Bioenergy & Waste","2018DomesticWater heatingBioenergy & Waste",61.9812167400625
"1015",2018,"Domestic","Cooking/catering","Bioenergy & Waste","2018DomesticCooking/cateringBioenergy & Waste",0
"1016",2018,"Domestic","Heat total","Bioenergy & Waste","2018DomesticHeat totalBioenergy & Waste",269.859581233747
"1017",2018,"Domestic","Lighting and appliances","Bioenergy & Waste","2018DomesticLighting and appliancesBioenergy & Waste",0
"1018",2018,"Domestic","Overall total","Bioenergy & Waste","2018DomesticOverall totalBioenergy & Waste",269.859581233747
"1019",2018,"Service","Space heating","Bioenergy & Waste","2018ServiceSpace heatingBioenergy & Waste",878.067883774036
"1020",2018,"Service","Water heating","Bioenergy & Waste","2018ServiceWater heatingBioenergy & Waste",113.692992497679
"1021",2018,"Service","Cooking/catering","Bioenergy & Waste","2018ServiceCooking/cateringBioenergy & Waste",0
"1022",2018,"Service","Heat total","Bioenergy & Waste","2018ServiceHeat totalBioenergy & Waste",991.760876271714
"1023",2018,"Service","Computing","Bioenergy & Waste","2018ServiceComputingBioenergy & Waste",0
"1024",2018,"Service","Cooling and ventilation","Bioenergy & Waste","2018ServiceCooling and ventilationBioenergy & Waste",0
"1025",2018,"Service","Lighting","Bioenergy & Waste","2018ServiceLightingBioenergy & Waste",0
"1026",2018,"Service","Other","Bioenergy & Waste","2018ServiceOtherBioenergy & Waste",189.319123728286
"1027",2018,"Service","Overall total","Bioenergy & Waste","2018ServiceOverall totalBioenergy & Waste",1181.08
"1028",2018,"Industry","Space heating","Bioenergy & Waste","2018IndustrySpace heatingBioenergy & Waste",0
"1029",2018,"Industry","High temperature process","Bioenergy & Waste","2018IndustryHigh temperature processBioenergy & Waste",0
"1030",2018,"Industry","Low temperature process","Bioenergy & Waste","2018IndustryLow temperature processBioenergy & Waste",0
"1031",2018,"Industry","Drying/separation","Bioenergy & Waste","2018IndustryDrying/separationBioenergy & Waste",0
"1032",2018,"Industry","Unkown (heat)","Bioenergy & Waste","2018IndustryUnkown (heat)Bioenergy & Waste",1676.28698914035
"1033",2018,"Industry","Heat total","Bioenergy & Waste","2018IndustryHeat totalBioenergy & Waste",1676.28698914035
"1034",2018,"Industry","Motors","Bioenergy & Waste","2018IndustryMotorsBioenergy & Waste",0
"1035",2018,"Industry","Compressed air","Bioenergy & Waste","2018IndustryCompressed airBioenergy & Waste",0
"1036",2018,"Industry","Lighting","Bioenergy & Waste","2018IndustryLightingBioenergy & Waste",0
"1037",2018,"Industry","Refrigeration","Bioenergy & Waste","2018IndustryRefrigerationBioenergy & Waste",0
"1038",2018,"Industry","Other","Bioenergy & Waste","2018IndustryOtherBioenergy & Waste",0
"1039",2018,"Industry","Overall total","Bioenergy & Waste","2018IndustryOverall totalBioenergy & Waste",1676.28698914035
"1040",2018,"Transport","Non-heat purposes","Bioenergy & Waste","2018TransportNon-heat purposesBioenergy & Waste",1364.79411483711
"1041",2018,"Total","Space heating","Bioenergy & Waste","2018TotalSpace heatingBioenergy & Waste",1085.94624826772
"1042",2018,"Total","Water heating","Bioenergy & Waste","2018TotalWater heatingBioenergy & Waste",175.674209237741
"1043",2018,"Total","Cooking/catering","Bioenergy & Waste","2018TotalCooking/cateringBioenergy & Waste",0
"1044",2018,"Total","Process use","Bioenergy & Waste","2018TotalProcess useBioenergy & Waste",0
"1045",2018,"Total","Drying/separation","Bioenergy & Waste","2018TotalDrying/separationBioenergy & Waste",0
"1046",2018,"Total","Unkown (heat)","Bioenergy & Waste","2018TotalUnkown (heat)Bioenergy & Waste",1676.28698914035
"1047",2018,"Total","Heat total","Bioenergy & Waste","2018TotalHeat totalBioenergy & Waste",2937.90744664582
"1048",2018,"Total","Computing","Bioenergy & Waste","2018TotalComputingBioenergy & Waste",0
"1049",2018,"Total","Cooling and ventilation","Bioenergy & Waste","2018TotalCooling and ventilationBioenergy & Waste",0
"1050",2018,"Total","Lighting and appliances","Bioenergy & Waste","2018TotalLighting and appliancesBioenergy & Waste",0
"1051",2018,"Total","Motors","Bioenergy & Waste","2018TotalMotorsBioenergy & Waste",0
"1052",2018,"Total","Compressed air","Bioenergy & Waste","2018TotalCompressed airBioenergy & Waste",0
"1053",2018,"Total","Refrigeration","Bioenergy & Waste","2018TotalRefrigerationBioenergy & Waste",0
"1054",2018,"Total","Other","Bioenergy & Waste","2018TotalOtherBioenergy & Waste",189.319123728286
"1055",2018,"Total","Transport","Bioenergy & Waste","2018TotalTransportBioenergy & Waste",1364.79411483711
"1056",2018,"Total","Non-heat total","Bioenergy & Waste","2018TotalNon-heat totalBioenergy & Waste",1554.11323856539
"1057",2018,"Total","Overall total","Bioenergy & Waste","2018TotalOverall totalBioenergy & Waste",4492.02068521121
"1058",2018,"Total","Overall total excluding transport","Bioenergy & Waste","2018TotalOverall total excluding transportBioenergy & Waste",3127.2265703741
"1059",2017,"Domestic","Space heating","Bioenergy & Waste","2017DomesticSpace heatingBioenergy & Waste",207.804815678226
"1060",2017,"Domestic","Water heating","Bioenergy & Waste","2017DomesticWater heatingBioenergy & Waste",60.7594483111293
"1061",2017,"Domestic","Cooking/catering","Bioenergy & Waste","2017DomesticCooking/cateringBioenergy & Waste",0
"1062",2017,"Domestic","Heat total","Bioenergy & Waste","2017DomesticHeat totalBioenergy & Waste",268.564263989356
"1063",2017,"Domestic","Lighting and appliances","Bioenergy & Waste","2017DomesticLighting and appliancesBioenergy & Waste",0
"1064",2017,"Domestic","Overall total","Bioenergy & Waste","2017DomesticOverall totalBioenergy & Waste",268.564263989356
"1065",2017,"Service","Space heating","Bioenergy & Waste","2017ServiceSpace heatingBioenergy & Waste",863.630184123807
"1066",2017,"Service","Water heating","Bioenergy & Waste","2017ServiceWater heatingBioenergy & Waste",111.823586602816
"1067",2017,"Service","Cooking/catering","Bioenergy & Waste","2017ServiceCooking/cateringBioenergy & Waste",0
"1068",2017,"Service","Heat total","Bioenergy & Waste","2017ServiceHeat totalBioenergy & Waste",975.453770726623
"1069",2017,"Service","Computing","Bioenergy & Waste","2017ServiceComputingBioenergy & Waste",0
"1070",2017,"Service","Cooling and ventilation","Bioenergy & Waste","2017ServiceCooling and ventilationBioenergy & Waste",0
"1071",2017,"Service","Lighting","Bioenergy & Waste","2017ServiceLightingBioenergy & Waste",0
"1072",2017,"Service","Other","Bioenergy & Waste","2017ServiceOtherBioenergy & Waste",186.206229273377
"1073",2017,"Service","Overall total","Bioenergy & Waste","2017ServiceOverall totalBioenergy & Waste",1161.66
"1074",2017,"Industry","Space heating","Bioenergy & Waste","2017IndustrySpace heatingBioenergy & Waste",0
"1075",2017,"Industry","High temperature process","Bioenergy & Waste","2017IndustryHigh temperature processBioenergy & Waste",0
"1076",2017,"Industry","Low temperature process","Bioenergy & Waste","2017IndustryLow temperature processBioenergy & Waste",0
"1077",2017,"Industry","Drying/separation","Bioenergy & Waste","2017IndustryDrying/separationBioenergy & Waste",0
"1078",2017,"Industry","Unkown (heat)","Bioenergy & Waste","2017IndustryUnkown (heat)Bioenergy & Waste",1676.28698914035
"1079",2017,"Industry","Heat total","Bioenergy & Waste","2017IndustryHeat totalBioenergy & Waste",1676.28698914035
"1080",2017,"Industry","Motors","Bioenergy & Waste","2017IndustryMotorsBioenergy & Waste",0
"1081",2017,"Industry","Compressed air","Bioenergy & Waste","2017IndustryCompressed airBioenergy & Waste",0
"1082",2017,"Industry","Lighting","Bioenergy & Waste","2017IndustryLightingBioenergy & Waste",0
"1083",2017,"Industry","Refrigeration","Bioenergy & Waste","2017IndustryRefrigerationBioenergy & Waste",0
"1084",2017,"Industry","Other","Bioenergy & Waste","2017IndustryOtherBioenergy & Waste",0
"1085",2017,"Industry","Overall total","Bioenergy & Waste","2017IndustryOverall totalBioenergy & Waste",1676.28698914035
"1086",2017,"Transport","Non-heat purposes","Bioenergy & Waste","2017TransportNon-heat purposesBioenergy & Waste",997.124295404605
"1087",2017,"Total","Space heating","Bioenergy & Waste","2017TotalSpace heatingBioenergy & Waste",1071.43499980203
"1088",2017,"Total","Water heating","Bioenergy & Waste","2017TotalWater heatingBioenergy & Waste",172.583034913945
"1089",2017,"Total","Cooking/catering","Bioenergy & Waste","2017TotalCooking/cateringBioenergy & Waste",0
"1090",2017,"Total","Process use","Bioenergy & Waste","2017TotalProcess useBioenergy & Waste",0
"1091",2017,"Total","Drying/separation","Bioenergy & Waste","2017TotalDrying/separationBioenergy & Waste",0
"1092",2017,"Total","Unkown (heat)","Bioenergy & Waste","2017TotalUnkown (heat)Bioenergy & Waste",1676.28698914035
"1093",2017,"Total","Heat total","Bioenergy & Waste","2017TotalHeat totalBioenergy & Waste",2920.30502385633
"1094",2017,"Total","Computing","Bioenergy & Waste","2017TotalComputingBioenergy & Waste",0
"1095",2017,"Total","Cooling and ventilation","Bioenergy & Waste","2017TotalCooling and ventilationBioenergy & Waste",0
"1096",2017,"Total","Lighting and appliances","Bioenergy & Waste","2017TotalLighting and appliancesBioenergy & Waste",0
"1097",2017,"Total","Motors","Bioenergy & Waste","2017TotalMotorsBioenergy & Waste",0
"1098",2017,"Total","Compressed air","Bioenergy & Waste","2017TotalCompressed airBioenergy & Waste",0
"1099",2017,"Total","Refrigeration","Bioenergy & Waste","2017TotalRefrigerationBioenergy & Waste",0
"1100",2017,"Total","Other","Bioenergy & Waste","2017TotalOtherBioenergy & Waste",186.206229273377
"1101",2017,"Total","Transport","Bioenergy & Waste","2017TotalTransportBioenergy & Waste",997.124295404605
"1102",2017,"Total","Non-heat total","Bioenergy & Waste","2017TotalNon-heat totalBioenergy & Waste",1183.33052467798
"1103",2017,"Total","Overall total","Bioenergy & Waste","2017TotalOverall totalBioenergy & Waste",4103.63554853431
"1104",2017,"Total","Overall total excluding transport","Bioenergy & Waste","2017TotalOverall total excluding transportBioenergy & Waste",3106.51125312971
"1105",2020,"Domestic","Space heating","Total","2020DomesticSpace heatingTotal",23825.7441076173
"1106",2020,"Domestic","Water heating","Total","2020DomesticWater heatingTotal",6726.05557250992
"1107",2020,"Domestic","Cooking/catering","Total","2020DomesticCooking/cateringTotal",1131.58161772894
"1108",2020,"Domestic","Heat total","Total","2020DomesticHeat totalTotal",31683.3812978562
"1109",2020,"Domestic","Lighting and appliances","Total","2020DomesticLighting and appliancesTotal",6874.73195834627
"1110",2020,"Domestic","Overall total","Total","2020DomesticOverall totalTotal",38558.1132562024
"1111",2020,"Service","Space heating","Total","2020ServiceSpace heatingTotal",9127.60113273806
"1112",2020,"Service","Water heating","Total","2020ServiceWater heatingTotal",1286.18156297376
"1113",2020,"Service","Cooking/catering","Total","2020ServiceCooking/cateringTotal",1969.4538924114
"1114",2020,"Service","Heat total","Total","2020ServiceHeat totalTotal",12383.2365881232
"1115",2020,"Service","Computing","Total","2020ServiceComputingTotal",712.765590114844
"1116",2020,"Service","Cooling and ventilation","Total","2020ServiceCooling and ventilationTotal",961.796508790982
"1117",2020,"Service","Lighting","Total","2020ServiceLightingTotal",1565.14326317928
"1118",2020,"Service","Other","Total","2020ServiceOtherTotal",2838.78338824531
"1119",2020,"Service","Overall total","Total","2020ServiceOverall totalTotal",18461.7253384536
"1120",2020,"Industry","Space heating","Total","2020IndustrySpace heatingTotal",1793.60929507901
"1121",2020,"Industry","High temperature process","Total","2020IndustryHigh temperature processTotal",3408.3302493572
"1122",2020,"Industry","Low temperature process","Total","2020IndustryLow temperature processTotal",6028.16923750645
"1123",2020,"Industry","Drying/separation","Total","2020IndustryDrying/separationTotal",1642.70939842714
"1124",2020,"Industry","Unkown (heat)","Total","2020IndustryUnkown (heat)Total",2358.04444271465
"1125",2020,"Industry","Heat total","Total","2020IndustryHeat totalTotal",15230.8626230845
"1126",2020,"Industry","Motors","Total","2020IndustryMotorsTotal",2683.29695827286
"1127",2020,"Industry","Compressed air","Total","2020IndustryCompressed airTotal",755.376166693148
"1128",2020,"Industry","Lighting","Total","2020IndustryLightingTotal",229.315814826352
"1129",2020,"Industry","Refrigeration","Total","2020IndustryRefrigerationTotal",443.534523982769
"1130",2020,"Industry","Other","Total","2020IndustryOtherTotal",1558.73009126353
"1131",2020,"Industry","Overall total","Total","2020IndustryOverall totalTotal",20901.1161781231
"1132",2020,"Transport","Non-heat purposes","Total","2020TransportNon-heat purposesTotal",40434.0026226073
"1133",2020,"Total","Space heating","Total","2020TotalSpace heatingTotal",34746.9545354344
"1134",2020,"Total","Water heating","Total","2020TotalWater heatingTotal",8012.23713548368
"1135",2020,"Total","Cooking/catering","Total","2020TotalCooking/cateringTotal",3101.03551014034
"1136",2020,"Total","Process use","Total","2020TotalProcess useTotal",9436.49948686365
"1137",2020,"Total","Drying/separation","Total","2020TotalDrying/separationTotal",1642.70939842714
"1138",2020,"Total","Unkown (heat)","Total","2020TotalUnkown (heat)Total",2358.04444271465
"1139",2020,"Total","Heat total","Total","2020TotalHeat totalTotal",59297.4805090638
"1140",2020,"Total","Computing","Total","2020TotalComputingTotal",712.765590114844
"1141",2020,"Total","Cooling and ventilation","Total","2020TotalCooling and ventilationTotal",961.796508790982
"1142",2020,"Total","Lighting and appliances","Total","2020TotalLighting and appliancesTotal",8669.19103635191
"1143",2020,"Total","Motors","Total","2020TotalMotorsTotal",2683.29695827286
"1144",2020,"Total","Compressed air","Total","2020TotalCompressed airTotal",755.376166693148
"1145",2020,"Total","Refrigeration","Total","2020TotalRefrigerationTotal",443.534523982769
"1146",2020,"Total","Other","Total","2020TotalOtherTotal",4397.51347950884
"1147",2020,"Total","Transport","Total","2020TotalTransportTotal",40460.918525408
"1148",2020,"Total","Non-heat total","Total","2020TotalNon-heat totalTotal",59084.3927891234
"1149",2020,"Total","Overall total","Total","2020TotalOverall totalTotal",118381.873298187
"1150",2020,"Total","Overall total excluding transport","Total","2020TotalOverall total excluding transportTotal",77920.9547727792
"1151",2019,"Domestic","Space heating","Total","2019DomesticSpace heatingTotal",23385.8653862719
"1152",2019,"Domestic","Water heating","Total","2019DomesticWater heatingTotal",6600.0694237663
"1153",2019,"Domestic","Cooking/catering","Total","2019DomesticCooking/cateringTotal",1103.18553592831
"1154",2019,"Domestic","Heat total","Total","2019DomesticHeat totalTotal",31089.1203459665
"1155",2019,"Domestic","Lighting and appliances","Total","2019DomesticLighting and appliancesTotal",6618.34581740281
"1156",2019,"Domestic","Overall total","Total","2019DomesticOverall totalTotal",37707.4661633693
"1157",2019,"Service","Space heating","Total","2019ServiceSpace heatingTotal",9617.59386149739
"1158",2019,"Service","Water heating","Total","2019ServiceWater heatingTotal",1361.79212238886
"1159",2019,"Service","Cooking/catering","Total","2019ServiceCooking/cateringTotal",2153.28960126788
"1160",2019,"Service","Heat total","Total","2019ServiceHeat totalTotal",13132.6755851541
"1161",2019,"Service","Computing","Total","2019ServiceComputingTotal",806.278526775259
"1162",2019,"Service","Cooling and ventilation","Total","2019ServiceCooling and ventilationTotal",1085.6730531477
"1163",2019,"Service","Lighting","Total","2019ServiceLightingTotal",1770.48586790656
"1164",2019,"Service","Other","Total","2019ServiceOtherTotal",3399.8086666386
"1165",2019,"Service","Overall total","Total","2019ServiceOverall totalTotal",20194.9216996222
"1166",2019,"Industry","Space heating","Total","2019IndustrySpace heatingTotal",2335.40946878561
"1167",2019,"Industry","High temperature process","Total","2019IndustryHigh temperature processTotal",3738.00522259788
"1168",2019,"Industry","Low temperature process","Total","2019IndustryLow temperature processTotal",6239.01406343093
"1169",2019,"Industry","Drying/separation","Total","2019IndustryDrying/separationTotal",1725.86181900229
"1170",2019,"Industry","Unkown (heat)","Total","2019IndustryUnkown (heat)Total",2358.04444271465
"1171",2019,"Industry","Heat total","Total","2019IndustryHeat totalTotal",16396.3350165314
"1172",2019,"Industry","Motors","Total","2019IndustryMotorsTotal",2683.29695827286
"1173",2019,"Industry","Compressed air","Total","2019IndustryCompressed airTotal",755.376166693148
"1174",2019,"Industry","Lighting","Total","2019IndustryLightingTotal",229.315814826352
"1175",2019,"Industry","Refrigeration","Total","2019IndustryRefrigerationTotal",443.534523982769
"1176",2019,"Industry","Other","Total","2019IndustryOtherTotal",1634.65728894327
"1177",2019,"Industry","Overall total","Total","2019IndustryOverall totalTotal",22142.5157692498
"1178",2019,"Transport","Non-heat purposes","Total","2019TransportNon-heat purposesTotal",56629.4786130277
"1179",2019,"Total","Space heating","Total","2019TotalSpace heatingTotal",35338.8687165549
"1180",2019,"Total","Water heating","Total","2019TotalWater heatingTotal",7961.86154615516
"1181",2019,"Total","Cooking/catering","Total","2019TotalCooking/cateringTotal",3256.47513719619
"1182",2019,"Total","Process use","Total","2019TotalProcess useTotal",9977.01928602881
"1183",2019,"Total","Drying/separation","Total","2019TotalDrying/separationTotal",1725.86181900229
"1184",2019,"Total","Unkown (heat)","Total","2019TotalUnkown (heat)Total",2358.04444271465
"1185",2019,"Total","Heat total","Total","2019TotalHeat totalTotal",60618.130947652
"1186",2019,"Total","Computing","Total","2019TotalComputingTotal",806.278526775259
"1187",2019,"Total","Cooling and ventilation","Total","2019TotalCooling and ventilationTotal",1085.6730531477
"1188",2019,"Total","Lighting and appliances","Total","2019TotalLighting and appliancesTotal",8618.14750013572
"1189",2019,"Total","Motors","Total","2019TotalMotorsTotal",2683.29695827286
"1190",2019,"Total","Compressed air","Total","2019TotalCompressed airTotal",755.376166693148
"1191",2019,"Total","Refrigeration","Total","2019TotalRefrigerationTotal",443.534523982769
"1192",2019,"Total","Other","Total","2019TotalOtherTotal",5034.46595558187
"1193",2019,"Total","Transport","Total","2019TotalTransportTotal",56644.6058160018
"1194",2019,"Total","Non-heat total","Total","2019TotalNon-heat totalTotal",76071.3785005911
"1195",2019,"Total","Overall total","Total","2019TotalOverall totalTotal",136689.509448243
"1196",2019,"Total","Overall total excluding transport","Total","2019TotalOverall total excluding transportTotal",80044.9036322413
"1197",2018,"Domestic","Space heating","Total","2018DomesticSpace heatingTotal",24232.414576504
"1198",2018,"Domestic","Water heating","Total","2018DomesticWater heatingTotal",6831.71792839789
"1199",2018,"Domestic","Cooking/catering","Total","2018DomesticCooking/cateringTotal",1130.43651755426
"1200",2018,"Domestic","Heat total","Total","2018DomesticHeat totalTotal",32194.5690224561
"1201",2018,"Domestic","Lighting and appliances","Total","2018DomesticLighting and appliancesTotal",6697.369701329
"1202",2018,"Domestic","Overall total","Total","2018DomesticOverall totalTotal",38891.9387237851
"1203",2018,"Service","Space heating","Total","2018ServiceSpace heatingTotal",9671.68626355945
"1204",2018,"Service","Water heating","Total","2018ServiceWater heatingTotal",1369.91228361009
"1205",2018,"Service","Cooking/catering","Total","2018ServiceCooking/cateringTotal",2172.50739345202
"1206",2018,"Service","Heat total","Total","2018ServiceHeat totalTotal",13214.1059406216
"1207",2018,"Service","Computing","Total","2018ServiceComputingTotal",824.634974062178
"1208",2018,"Service","Cooling and ventilation","Total","2018ServiceCooling and ventilationTotal",1109.25313668446
"1209",2018,"Service","Lighting","Total","2018ServiceLightingTotal",1810.79430900625
"1210",2018,"Service","Other","Total","2018ServiceOtherTotal",3459.85333924807
"1211",2018,"Service","Overall total","Total","2018ServiceOverall totalTotal",20418.6416996225
"1212",2018,"Industry","Space heating","Total","2018IndustrySpace heatingTotal",3409.08667889719
"1213",2018,"Industry","High temperature process","Total","2018IndustryHigh temperature processTotal",4869.66030107782
"1214",2018,"Industry","Low temperature process","Total","2018IndustryLow temperature processTotal",7025.90032733041
"1215",2018,"Industry","Drying/separation","Total","2018IndustryDrying/separationTotal",1966.96957705949
"1216",2018,"Industry","Unkown (heat)","Total","2018IndustryUnkown (heat)Total",2358.04444271465
"1217",2018,"Industry","Heat total","Total","2018IndustryHeat totalTotal",19629.6613270796
"1218",2018,"Industry","Motors","Total","2018IndustryMotorsTotal",3660.91710353235
"1219",2018,"Industry","Compressed air","Total","2018IndustryCompressed airTotal",882.344787576966
"1220",2018,"Industry","Lighting","Total","2018IndustryLightingTotal",310.262025885764
"1221",2018,"Industry","Refrigeration","Total","2018IndustryRefrigerationTotal",386.477292243084
"1222",2018,"Industry","Other","Total","2018IndustryOtherTotal",1907.95643096669
"1223",2018,"Industry","Overall total","Total","2018IndustryOverall totalTotal",26777.6189672844
"1224",2018,"Transport","Non-heat purposes","Total","2018TransportNon-heat purposesTotal",56891.8730802176
"1225",2018,"Total","Space heating","Total","2018TotalSpace heatingTotal",37313.1875189606
"1226",2018,"Total","Water heating","Total","2018TotalWater heatingTotal",8201.63021200798
"1227",2018,"Total","Cooking/catering","Total","2018TotalCooking/cateringTotal",3302.94391100628
"1228",2018,"Total","Process use","Total","2018TotalProcess useTotal",11895.5606284082
"1229",2018,"Total","Drying/separation","Total","2018TotalDrying/separationTotal",1966.96957705949
"1230",2018,"Total","Unkown (heat)","Total","2018TotalUnkown (heat)Total",2358.04444271465
"1231",2018,"Total","Heat total","Total","2018TotalHeat totalTotal",65038.3362901573
"1232",2018,"Total","Computing","Total","2018TotalComputingTotal",824.634974062178
"1233",2018,"Total","Cooling and ventilation","Total","2018TotalCooling and ventilationTotal",1109.25313668446
"1234",2018,"Total","Lighting and appliances","Total","2018TotalLighting and appliancesTotal",8818.42603622101
"1235",2018,"Total","Motors","Total","2018TotalMotorsTotal",3660.91710353235
"1236",2018,"Total","Compressed air","Total","2018TotalCompressed airTotal",882.344787576966
"1237",2018,"Total","Refrigeration","Total","2018TotalRefrigerationTotal",386.477292243084
"1238",2018,"Total","Other","Total","2018TotalOtherTotal",5367.80977021476
"1239",2018,"Total","Transport","Total","2018TotalTransportTotal",56901.5948637969
"1240",2018,"Total","Non-heat total","Total","2018TotalNon-heat totalTotal",77951.4579643317
"1241",2018,"Total","Overall total","Total","2018TotalOverall totalTotal",142989.794254489
"1242",2018,"Total","Overall total excluding transport","Total","2018TotalOverall total excluding transportTotal",86088.1993906921
"1243",2017,"Domestic","Space heating","Total","2017DomesticSpace heatingTotal",23640.0353854549
"1244",2017,"Domestic","Water heating","Total","2017DomesticWater heatingTotal",6540.18192692893
"1245",2017,"Domestic","Cooking/catering","Total","2017DomesticCooking/cateringTotal",1086.25690331254
"1246",2017,"Domestic","Heat total","Total","2017DomesticHeat totalTotal",31266.4742156964
"1247",2017,"Domestic","Lighting and appliances","Total","2017DomesticLighting and appliancesTotal",6661.67235120989
"1248",2017,"Domestic","Overall total","Total","2017DomesticOverall totalTotal",37928.1465669062
"1249",2017,"Service","Space heating","Total","2017ServiceSpace heatingTotal",9340.62840317332
"1250",2017,"Service","Water heating","Total","2017ServiceWater heatingTotal",1325.61328104045
"1251",2017,"Service","Cooking/catering","Total","2017ServiceCooking/cateringTotal",2126.63122442918
"1252",2017,"Service","Heat total","Total","2017ServiceHeat totalTotal",12792.872908643
"1253",2017,"Service","Computing","Total","2017ServiceComputingTotal",829.849956593575
"1254",2017,"Service","Cooling and ventilation","Total","2017ServiceCooling and ventilationTotal",1114.51342461561
"1255",2017,"Service","Lighting","Total","2017ServiceLightingTotal",1822.24575235566
"1256",2017,"Service","Other","Total","2017ServiceOtherTotal",3442.88965741478
"1257",2017,"Service","Overall total","Total","2017ServiceOverall totalTotal",20002.3716996226
"1258",2017,"Industry","Space heating","Total","2017IndustrySpace heatingTotal",3572.61817122325
"1259",2017,"Industry","High temperature process","Total","2017IndustryHigh temperature processTotal",3014.6751450156
"1260",2017,"Industry","Low temperature process","Total","2017IndustryLow temperature processTotal",11298.0668080878
"1261",2017,"Industry","Drying/separation","Total","2017IndustryDrying/separationTotal",4904.40484885622
"1262",2017,"Industry","Unkown (heat)","Total","2017IndustryUnkown (heat)Total",2358.04444271465
"1263",2017,"Industry","Heat total","Total","2017IndustryHeat totalTotal",25147.8094158975
"1264",2017,"Industry","Motors","Total","2017IndustryMotorsTotal",6553.96103132315
"1265",2017,"Industry","Compressed air","Total","2017IndustryCompressed airTotal",1666.4115023605
"1266",2017,"Industry","Lighting","Total","2017IndustryLightingTotal",228.988517933384
"1267",2017,"Industry","Refrigeration","Total","2017IndustryRefrigerationTotal",436.849711917359
"1268",2017,"Industry","Other","Total","2017IndustryOtherTotal",3210.02726006769
"1269",2017,"Industry","Overall total","Total","2017IndustryOverall totalTotal",37244.0474394996
"1270",2017,"Transport","Non-heat purposes","Total","2017TransportNon-heat purposesTotal",57002.5809119289
"1271",2017,"Total","Space heating","Total","2017TotalSpace heatingTotal",36553.2819598515
"1272",2017,"Total","Water heating","Total","2017TotalWater heatingTotal",7865.79520796938
"1273",2017,"Total","Cooking/catering","Total","2017TotalCooking/cateringTotal",3212.88812774172
"1274",2017,"Total","Process use","Total","2017TotalProcess useTotal",14312.7419531034
"1275",2017,"Total","Drying/separation","Total","2017TotalDrying/separationTotal",4904.40484885622
"1276",2017,"Total","Unkown (heat)","Total","2017TotalUnkown (heat)Total",2358.04444271465
"1277",2017,"Total","Heat total","Total","2017TotalHeat totalTotal",69207.1565402368
"1278",2017,"Total","Computing","Total","2017TotalComputingTotal",829.849956593575
"1279",2017,"Total","Cooling and ventilation","Total","2017TotalCooling and ventilationTotal",1114.51342461561
"1280",2017,"Total","Lighting and appliances","Total","2017TotalLighting and appliancesTotal",8712.90662149894
